gene	SPE_score	SEL_score	cluster
ACACA	1	2.33770242069211	2
ACACB	1	3.16227766016838	2
ACAD10	0.88	0.535448819422164	3
ACAD11	1	1.61015297179883	2
ACAD8	0.946428571428571	0.570175985997932	1
ACAD9	0.8875	0.442807442770048	3
ACADL	0.9875	0.972883373078792	1
ACADM	0.985714285714286	1.11024271620619	1
ACADS	0.985	0.681313581074966	1
ACADSB	0.990909090909091	0.86066296582387	1
ACADVL	0.55	0.287479787288034	3
ACAN	1	3.16227766016838	2
ACAP1	1	2.10818510677892	2
ACAP2	0.930769230769231	0.417698447033037	1
ACAP3	0.991666666666667	0.89192446825262	1
ACAT1	0.990909090909091	1.40545673785261	1
ACAT2	1	1.91070501407037	2
ACBD3	0.866666666666667	0.508432297715777	3
ACBD4	0.935714285714286	0.412470999152397	1
ACBD5	1	1.4142135623731	1
ACBD6	0.96875	0.570104285589459	1
ACBD7-DCLRE1CP1	0.953846153846154	0.839542885193361	1
ACBD7	0.953846153846154	0.839542885193361	1
ACCS	0.984615384615385	1.18634202800348	1
ACCSL	1	2.69794580461244	2
ACD	0.816666666666667	0.484278001381509	3
ACE2	1	2.24982852570184	2
ACER2	0.921428571428571	0.711805216802087	1
ACER3	0.942857142857143	0.287479787288034	1
ACHE	1	1.77236831318599	2
ACIN1	0.866666666666667	0.368855556781659	3
ACKR1	0.95	2.24982852570184	2
ACKR3	0.955555555555555	0.519191198238887	1
ACKR4	1	2.69794580461244	2
ACLY	0.98	1.29099444873581	1
ACO1	0.857142857142857	0.484278001381509	3
ACO2	0.8	0.495876271055902	3
ACOD1	0.94	1.61911326897712	1
ACOT1	1	1.61015297179883	2
ACOT11	0.842857142857143	0.351364184463153	3
ACOT12	0.985714285714286	2.18898758942728	2
ACOT13	0.922222222222222	0.893650441230301	1
ACOT2	0.922222222222222	0.790569415042095	1
ACOT4	0.942857142857143	1.38534902432272	1
ACOT7	0.976923076923077	0.733617369235792	1
ACOT8	0.9	0.790569415042095	1
ACOT9	0.873913043478261	0.511215436855818	3
ACOX1	0.966666666666667	1.74801474695025	2
ACOX2	0.951851851851852	0.552770798392567	1
ACOX3	0.932258064516129	0.423271128697928	1
ACOXL-AS1	1	2.24982852570184	2
ACP1	0.989285714285714	1.13235557994845	1
ACP2	0.907692307692308	0.471404520791032	1
ACP5	0.925	1.35526185435788	1
ACP6	0.922222222222222	0.52704627669473	1
ACP7	0.966666666666667	2.10818510677892	2
ACPP	0.957142857142857	0.816496580927726	1
ACPT	1	3.16227766016838	2
ACR	1	3.16227766016838	2
ACRBP	0.925	0.690065559342354	1
ACSBG1	1	3.16227766016838	2
ACSF2	0.947826086956522	0.490268101951762	1
ACSF3	0.926086956521739	0.58925565098879	1
ACSL1	0.908333333333333	0.412470999152397	1
ACSL3	0.954166666666667	0.508432297715777	1
ACSL4	0.934615384615385	0.537629174710068	1
ACSL5	0.952941176470588	0.805536398239638	1
ACSL6	0.99	1.93797296428115	2
ACSM3	0.907692307692308	0.432049379893857	1
ACSM5	0.966666666666667	1.43372087784044	1
ACSM6	1	3.16227766016838	2
ACSS1	0.9	0.458543722756088	1
ACSS2	0.9875	0.972883373078792	1
ACSS3	0.98	0.880360320296645	1
ACTA1	1	2.24982852570184	2
ACTA2-AS1	0.932142857142857	0.449110360254966	1
ACTA2	0.969565217391304	0.888888888888889	1
ACTB	0.835714285714286	0.338287988387722	3
ACTBL2	1	3.16227766016838	2
ACTC1	0.985714285714286	2.00260247344965	2
ACTG1	0.872222222222222	0.405690242272346	3
ACTG1P20	1	3.16227766016838	2
ACTG2	0.972727272727273	1.31276654781812	1
ACTL10	0.923076923076923	0.544202416101988	1
ACTL6A	0.988888888888889	0.816496580927726	1
ACTL6B	1	3.16227766016838	2
ACTL8	0.94	2.18898758942728	2
ACTN1-AS1	0.947826086956522	0.559397148784321	1
ACTN1	0.947826086956522	0.559397148784321	1
ACTN2	0.983333333333333	1.62184632056442	1
ACTN3	0.94	1.53659074288215	1
ACTN4	0.805882352941176	0.461880215351701	3
ACTR10	0.871428571428571	0.437003686737563	3
ACTR1A	0.91	0.630115263019929	1
ACTR1B	0.95	0.819849763747358	1
ACTR2	0.861538461538461	0.355001591811165	3
ACTR3	0.872727272727273	0.805536398239638	3
ACTR3B	0.981818181818182	0.962819659257363	1
ACTR3C	0.969230769230769	0.921777197924954	1
ACTR5	0.957142857142857	0.849836585598797	1
ACTR6	0.988888888888889	0.942809041582063	1
ACTR8	0.975	1.05409255338946	1
ACTRT3	0.942857142857143	0.904026296374321	1
ACVR1	0.945833333333333	0.598268746518342	1
ACVR1B	0.921428571428571	0.38873012632302	1
ACVR1C	0.9375	0.644718706517816	1
ACVR2A	0.994736842105263	1.05409255338946	1
ACVR2B-AS1	0.8875	0.558048998853243	3
ACVR2B	0.8875	0.558048998853243	3
ACVRL1	0.963636363636364	1.09994388184574	1
ACY1	1	0.790569415042095	1
ACY3	0.957142857142857	1.24721912892465	1
ACYP1	0.935	0.495876271055902	1
ACYP2	0.939130434782609	0.570491538702255	1
ADA	0.905	0.490243774348717	1
ADA2	0.911764705882353	1.0805252066575	1
ADAL	0.983333333333333	1.35526185435788	1
ADAM10	0.958333333333333	1.11091886072277	1
ADAM11	1	3.16227766016838	2
ADAM12	0.977777777777778	1.64308384384557	1
ADAM15	0.711111111111111	0.409634536525839	3
ADAM17	0.971428571428571	0.654437445960423	1
ADAM18	1	3.16227766016838	2
ADAM19	0.94	0.642195426631485	1
ADAM1A	1	3.16227766016838	2
ADAM22	0.9375	0.89192446825262	1
ADAM23	0.97	1.4067555614713	1
ADAM28	0.988888888888889	1.24721912892465	1
ADAM30	1	3.16227766016838	2
ADAM32	0.917647058823529	0.866242325209584	1
ADAM33	0.933333333333333	1.06574033851394	1
ADAM8	0.893333333333333	1.10129786056511	1
ADAM9	0.864285714285714	0.452858823665856	3
ADAMDEC1	1	2.10818510677892	2
ADAMTS1	0.9	0.60380736442456	1
ADAMTS10	0.9625	0.795995487064466	1
ADAMTS12	1	1.12687233963802	1
ADAMTS13	1	2.62936879248872	2
ADAMTS14	0.9875	1.13553405309303	1
ADAMTS15	0.934146341463415	0.786760888146623	1
ADAMTS17	0.956521739130435	0.639642028241922	1
ADAMTS19-AS1	1	3.16227766016838	2
ADAMTS19	1	2.24982852570184	2
ADAMTS2	0.976923076923077	1.35656838300831	1
ADAMTS20	1	3.16227766016838	2
ADAMTS3	1	0.972883373078792	1
ADAMTS4	0.769230769230769	0.364423543365679	3
ADAMTS5	0.892857142857143	0.596151838155859	3
ADAMTS6	0.76	0.345231703169784	3
ADAMTS7	0.953846153846154	1.00628985261053	1
ADAMTS8	0.958823529411765	1.69193803698234	1
ADAMTS9-AS1	0.971428571428571	2.24982852570184	2
ADAMTS9-AS2	0.966666666666667	1.79698822107065	2
ADAMTS9	0.966666666666667	1.79698822107065	2
ADAMTSL1	0.952	0.754285970772414	1
ADAMTSL2	0.98	1.49988568380123	1
ADAMTSL3	0.990909090909091	1.5112745009706	1
ADAMTSL4-AS1	0.625	0.721221220740157	3
ADAMTSL4	0.757142857142857	0.595766960820201	3
ADAMTSL5	0.86	0.86066296582387	3
ADAP1	0.947058823529412	0.945594303312091	1
ADAP2	0.936363636363636	1.2227832606829	1
ADAR	0.975	1.4142135623731	1
ADARB1	0.979166666666667	0.735093193348022	1
ADARB2	1	3.16227766016838	2
ADAT1	0.91578947368421	0.431208816101782	1
ADAT2	0.85625	0.519191198238887	3
ADAT3	0.846666666666667	0.407682457495518	3
ADCK1	0.927272727272727	0.677202072477852	1
ADCK2	0.925	0.43179271456303	1
ADCK5	0.95	0.955813918560292	1
ADCY1	0.97	1.45274004863747	1
ADCY10	0.9375	1.6637054561547	1
ADCY10P1	1	1.61015297179883	2
ADCY2	0.991666666666667	2.17722356054911	2
ADCY3	0.9375	1.02884116142251	1
ADCY4	0.825	0.953462589245592	3
ADCY5	0.992307692307692	1.65643115532629	2
ADCY6	0.93	0.834197936713045	1
ADCY7	0.958333333333333	1.71049635196583	1
ADCY8	1	3.16227766016838	2
ADCY9	0.833333333333333	0.765780486227234	3
ADCYAP1	1	3.16227766016838	2
ADCYAP1R1	1	2.53859103528797	2
ADD1	0.830434782608696	0.302225146721617	3
ADD2	0.98	1.56149659139502	1
ADD3-AS1	0.965217391304348	0.704280554572594	1
ADD3	0.965217391304348	0.704280554572594	1
ADGB	0.98	2.62936879248872	2
ADGRA1	0.990909090909091	2.24982852570184	2
ADGRA2	0.869230769230769	0.38490017945975	3
ADGRA3	0.973913043478261	0.787167524977652	1
ADGRB2	1	3.16227766016838	2
ADGRB3	0.981818181818182	1.4067555614713	1
ADGRD1	0.945714285714286	0.560336084835072	1
ADGRE1	0.95	1.69320436306111	1
ADGRE3	0.9	1.79161283295523	1
ADGRE4P	0.95	2.10818510677892	2
ADGRE5	0.846666666666667	0.579213123481375	3
ADGRF1	0.96	1.35526185435788	1
ADGRF2	1	1.64570147151096	2
ADGRF3	0.8875	0.558048998853243	3
ADGRF4	1	1.69320436306111	2
ADGRF5	0.984615384615385	1.67036626426366	2
ADGRG1	0.923076923076923	0.544202416101988	1
ADGRG2	0.985714285714286	2.18898758942728	2
ADGRG3	0.963157894736842	1.01273936708367	1
ADGRG5	0.933333333333333	2	2
ADGRG6	0.959090909090909	0.955114752309783	1
ADGRG7	1	3.16227766016838	2
ADGRL1	1	2.41522945769824	2
ADGRL2	1	1.74801474695025	2
ADGRL3	0.977777777777778	1.16971267064356	1
ADGRL4	0.975	1.72848324290045	2
ADGRV1	0.916666666666667	1.45011952897035	1
ADH1B	1	3.16227766016838	2
ADH1C	1	2.07525983857745	2
ADH4	0.985714285714286	2.34224488709253	2
ADH5	0.988235294117647	0.802044171976313	1
ADH6	1	3.16227766016838	2
ADHFE1	0.9	0.638385121415675	1
ADI1	0.919047619047619	0.523383645269344	1
ADIG	0.983333333333333	1.51335700781626	1
ADIPOR1	0.89	0.570104285589459	3
ADIPOR2	0.83125	0.452676009942835	3
ADIRF	0.9	0.786074953296151	1
ADK	0.928571428571429	1.1653431646335	1
ADM	0.863636363636364	0.606777413651243	3
ADM2	0.9	0.831479419283098	1
ADM5	0.975	1.4142135623731	1
ADNP-AS1	0.925	0.473537583815121	1
ADNP	0.925	0.473537583815121	1
ADNP2	0.978125	0.768755788778423	1
ADO	0.94	0.485912657903775	1
ADORA1	0.942105263157895	1.13311544746506	1
ADORA2A-AS1	0.985714285714286	2.28597778739087	2
ADORA2A	0.952941176470588	1.25432584814845	1
ADORA2B	0.964705882352941	0.894568078957158	1
ADORA3	0.911111111111111	1.00172860976038	1
ADPGK-AS1	0.96	1.17610371764081	1
ADPGK	0.96	1.17610371764081	1
ADPRH	0.952941176470588	0.573488351136175	1
ADPRHL1	0.985714285714286	1.67186688731157	2
ADPRHL2	0.91	0.762704039273128	1
ADPRM	0.953333333333333	0.824331545983966	1
ADRA1A	0.971428571428571	2.12438968884444	2
ADRA1B	0.923809523809524	0.962320734646961	1
ADRA1D	0.954545454545454	1.67186688731157	1
ADRA2A	0.978571428571429	0.653267892115988	1
ADRA2B	0.976923076923077	1.35656838300831	1
ADRA2C	1	1.74801474695025	2
ADRB1	0.971428571428571	0.580378235730526	1
ADRB2	0.961538461538461	0.880360320296645	1
ADRB3	1	3.16227766016838	2
ADRM1	0.929411764705882	0.698222645907469	1
ADSL	0.99	0.904026296374321	1
ADSS	0.9	0.767834071266529	1
ADTRP	0.969565217391304	1.26686158344349	1
AEBP1	0.958333333333333	1.21029798917733	1
AEBP2	0.9625	1.02314806158389	1
AEN	0.90625	0.355001591811165	1
AES	0.791666666666667	0.338287988387722	3
AFAP1	0.933333333333333	0.509175077217316	1
AFAP1L1	0.988888888888889	0.97182531580755	1
AFAP1L2	0.926923076923077	0.778659112652913	1
AFDN-AS1	0.977777777777778	0.65345026220751	1
AFDN	0.978125	0.814884542670292	1
AFF1	0.945	0.491575460243547	1
AFF2	0.977777777777778	1.35180048625427	1
AFF3	0.942857142857143	1.38534902432272	1
AFF4	0.883333333333333	0.633286617191203	3
AFG3L1P	0.95	0.819849763747358	1
AFG3L2	0.961538461538461	0.63071801355283	1
AFM	1	3.16227766016838	2
AFMID	0.892857142857143	0.617916324400718	3
AFTPH	0.83125	0.311045002290525	3
AGA	1	0.962819659257364	1
AGAP1-IT1	0.99	1.73813701814545	2
AGAP1	0.973333333333333	1.03642494650821	1
AGAP11	0.889473684210526	0.471404520791032	3
AGAP2-AS1	0.966666666666667	0.986013297183269	1
AGAP3	0.881818181818182	0.447903208238808	3
AGBL1-AS1	1	2.10818510677892	2
AGBL1	1	3.16227766016838	2
AGBL2	0.95625	0.616581083657468	1
AGBL3	0.938888888888889	0.550045338574961	1
AGBL4	1	2.10818510677892	2
AGBL5-AS1	0.9	0.690065559342354	1
AGBL5	0.9	0.690065559342354	1
AGFG1	0.865	0.266311820645654	3
AGFG2	0.909090909090909	0.612706637003771	1
AGGF1	0.9875	0.776895443089001	1
AGK	0.976923076923077	0.437003686737563	1
AGL	0.991666666666667	0.873301864919303	1
AGMAT	0.946153846153846	1.31233464566864	1
AGMO	1	1.50808008923782	1
AGO1	0.957142857142857	0.707106781186548	1
AGO2	0.890476190476191	0.342169387595037	3
AGO3	1	1.29099444873581	1
AGO4	0.95	0.776895443089001	1
AGPAT1	1	1.61015297179883	2
AGPAT2	0.925	0.470200420431702	1
AGPAT3	0.95	0.787853606895654	1
AGPAT4-IT1	0.978571428571429	1.66493566394932	1
AGPAT4	0.975	0.783156008298049	1
AGPAT5	0.95	0.519191198238887	1
AGPS	0.915384615384615	0.52704627669473	1
AGR2	0.98125	1.65415432509799	1
AGR3	0.969230769230769	1.66493566394932	1
AGRN	0.927777777777778	0.670643704495169	1
AGRP	0.966666666666667	1.65738154335292	1
AGT	0.978947368421053	1.32907321949106	1
AGTPBP1	0.922222222222222	0.790569415042095	1
AGTR1	0.99375	1.56985246284299	1
AGTRAP	0.838461538461538	0.558048998853243	3
AGXT	0.983333333333333	1.69030850945703	2
AGXT2	1	3.16227766016838	2
AHCTF1	0.828571428571429	0.388349888090854	3
AHCY	0.928571428571429	0.86066296582387	1
AHCYL1	0.955	0.379484460211935	1
AHCYL2	0.96	0.786074953296151	1
AHDC1	0.867857142857143	0.371573762722806	3
AHI1	0.983333333333333	1.17610371764081	1
AHNAK	0.781818181818182	0.308606699924184	3
AHNAK2	0.966666666666667	1.43372087784044	1
AHR	0.948275862068966	0.431219680932052	1
AHSA1	0.922222222222222	0.733617369235792	1
AHSA2	0.85	0.720082299823096	3
AHSG	1	3.16227766016838	2
AICDA	1	3.16227766016838	2
AIDA	0.933333333333333	1.05409255338946	1
AIF1	0.9	1.29099444873581	1
AIF1L	0.953333333333333	1.0883809088526	1
AIFM1	0.805263157894737	0.540324081805248	3
AIFM2	0.981818181818182	0.814884542670292	1
AIG1	0.877777777777778	0.513701166914081	3
AIM1	0.944	0.559812748506421	1
AIM1L	0.95	1.49988568380123	1
AIM2	0.9375	1.09087422493244	1
AIMP1	1	1.74801474695025	2
AIMP2	0.9	0.384147685720537	1
AIP	0.816666666666667	0.682059887487297	3
AIRE	1	3.16227766016838	2
AIRN	0.975	1.63299316185545	1
AJUBA	0.908333333333333	0.504131221186263	1
AK1	0.958333333333333	0.879078892998427	1
AK2	0.917241379310345	0.427025036396678	1
AK3	0.95	0.972883373078792	1
AK4	0.959090909090909	0.796715421627643	1
AK5	0.99	1.35180048625427	1
AK6	0.933333333333333	0.90267093384844	1
AK7	1	1.57167302786545	1
AK8	0.94	0.790569415042095	1
AK9	0.925	0.767834071266529	1
AKAIN1	1	3.16227766016838	2
AKAP1	0.952380952380952	0.597717940201604	1
AKAP10	0.958823529411765	0.65734219812218	1
AKAP11	1	1.78809365290653	2
AKAP12	0.927777777777778	0.905399330538533	1
AKAP13	0.890476190476191	0.504797916635081	3
AKAP17A	0.986206896551724	1.35556910378754	1
AKAP2	0.92	0.382516873699498	1
AKAP3	0.942857142857143	0.795995487064466	1
AKAP5	0.955555555555555	0.72975638311578	1
AKAP6	1	2.21313334068995	2
AKAP7	0.90952380952381	0.456435464587638	1
AKAP8	0.971428571428571	0.972883373078792	1
AKAP8L	0.966666666666667	0.765780486227234	1
AKAP9	0.984615384615385	1.37885262733232	1
AKIP1	0.877777777777778	0.263523138347365	3
AKIRIN1	0.957142857142857	0.471404520791032	1
AKIRIN2	0.835714285714286	0.477562460565714	3
AKNA	0.807142857142857	0.901303027766867	3
AKNAD1	0.966666666666667	2.41522945769824	2
AKR1A1	0.933333333333333	0.90267093384844	1
AKR1B1	0.947619047619048	0.76262521740513	1
AKR1B10	0.961111111111111	1.4142135623731	1
AKR1B15	0.99	2.36480157759111	2
AKR1C1	1	3.16227766016838	2
AKR1C2	0.984615384615385	2.24982852570184	2
AKR1C3	0.941379310344828	0.641621554237062	1
AKR1C4	1	3.16227766016838	2
AKR1C8P	1	3.16227766016838	2
AKR1E2	0.940740740740741	0.710899629030101	1
AKR7A2	0.983333333333333	0.823257300310472	1
AKR7A2P1	1	2.10818510677892	2
AKR7A3	1	2.10818510677892	2
AKR7L	0.966666666666667	2.10818510677892	2
AKT1	0.8875	0.575014835239811	3
AKT2	0.866666666666667	0.612706637003771	3
AKT3	0.98125	1.17556951352638	1
AKTIP	0.818181818181818	0.386199677334795	3
ALAD	0.963636363636364	0.314269680527355	1
ALAS1	0.914285714285714	0.409008072273689	1
ALCAM	0.953333333333333	0.516042011088679	1
ALDH16A1	0.85	0.816496580927726	3
ALDH18A1	0.995	0.570104285589459	1
ALDH1A1	0.947619047619048	0.881424825054424	1
ALDH1A2	0.991666666666667	2.17722356054911	2
ALDH1A3	0.957142857142857	1.64991582276861	1
ALDH1B1	0.941379310344828	0.718817203921	1
ALDH1L1-AS2	0.96	1.91070501407037	2
ALDH1L1	0.954545454545454	1.25692526074986	1
ALDH1L2	0.98	0.65734219812218	1
ALDH2	0.8375	0.792061901579343	3
ALDH3A1	0.941666666666667	1.2268164025998	1
ALDH3A2	0.94	0.671854812358212	1
ALDH3B1	0.871428571428571	0.671854812358213	3
ALDH4A1	0.864285714285714	0.554176433306877	3
ALDH5A1	0.885714285714286	1.00615390423749	3
ALDH6A1	0.916666666666667	0.795995487064467	1
ALDH7A1	0.966666666666667	0.60380736442456	1
ALDH8A1	0.988888888888889	1.63299316185545	2
ALDH9A1	0.906666666666667	0.472524248071137	1
ALDOA	0.98	1.1653431646335	1
ALDOB	0.958333333333333	2.14882638318392	2
ALDOC	1	0.666666666666667	1
ALG1	0.954545454545454	0.52704627669473	1
ALG10	0.957142857142857	0.816496580927726	1
ALG10B	0.947619047619048	0.790569415042095	1
ALG11	0.982352941176471	0.781735959970572	1
ALG12	0.88	0.481522684305173	3
ALG13	0.975	1.05409255338946	1
ALG14	0.955	0.659293351710344	1
ALG2	0.9625	0.795995487064466	1
ALG3	0.977777777777778	0.904026296374321	1
ALG8	0.95625	0.581518917325765	1
ALG9	0.911111111111111	0.682059887487298	1
ALK	1	2.53859103528797	2
ALKAL1	1	2.10818510677892	2
ALKAL2	0.957142857142857	1.76383420737639	1
ALKBH1	0.914285714285714	0.413449115297362	1
ALKBH2	0.904545454545455	0.490888068185661	1
ALKBH3-AS1	0.941176470588235	0.63071801355283	1
ALKBH3	0.938888888888889	0.617916324400718	1
ALKBH4	0.935714285714286	0.82111394053422	1
ALKBH5	0.945454545454546	1.00172860976038	1
ALKBH6	0.928571428571429	1.34943975572124	1
ALKBH7	0.975	1.4142135623731	1
ALKBH8	0.96	1.21171529999995	1
ALLC	0.963636363636364	1.81216738114445	2
ALMS1	1	2.10818510677892	2
ALOX12-AS1	0.933333333333333	1.05409255338946	1
ALOX12P2	0.98	2.10818510677892	2
ALOX15B	1	3.16227766016838	2
ALOX15P1	1	3.16227766016838	2
ALOX5	0.92962962962963	0.71147464977586	1
ALOX5AP	0.9	0.925462847164316	1
ALOXE3	0.6	0.261891400439462	3
ALPI	1	3.16227766016838	2
ALPK1	0.96	0.499432784842929	1
ALPK2	0.992307692307692	1.69030850945703	2
ALPK3	0.977777777777778	1.0883809088526	1
ALPL	0.993333333333333	1.91394734630931	2
ALS2	0.985714285714286	0.986013297183269	1
ALS2CL	0.907142857142857	0.304915778647617	1
ALS2CR12	0.985714285714286	0.986013297183269	1
ALX1	1	2.24982852570184	2
ALX3	1	3.16227766016838	2
ALX4	1	1.88080168172681	2
ALYREF	0.954545454545454	0.52704627669473	1
AMACR	0.964705882352941	0.681313581074966	1
AMBP	0.928571428571429	1.74801474695025	1
AMBRA1	0.933333333333333	0.634647758821992	1
AMD1	0.9	0.682929219058732	1
AMDHD1	0.972727272727273	0.903507902905251	1
AMDHD2	0.928571428571429	1.09713431434064	1
AMER1	0.973333333333333	0.762704039273128	1
AMER2	1	2.62936879248872	2
AMER3	1	3.16227766016838	2
AMFR	0.947619047619048	0.437003686737563	1
AMH	0.963636363636364	1.37885262733232	1
AMHR2	1	3.16227766016838	2
AMIGO1	0.926315789473684	0.606901773163628	1
AMIGO2	0.946666666666667	0.740408102866365	1
AMIGO3	0.95	1.10492102890195	1
AMMECR1	0.973333333333333	0.721221220740157	1
AMMECR1L	0.982352941176471	0.816496580927726	1
AMN	1	3.16227766016838	2
AMN1	0.868421052631579	0.403724624074977	3
AMOT	0.969230769230769	0.834197936713045	1
AMOTL1	0.935	0.742956587815487	1
AMOTL2	0.938095238095238	0.749214634295796	1
AMPD2	0.916666666666667	0.558760270138963	1
AMPD3	0.914285714285714	0.794458122298957	1
AMPH	1	2.41522945769824	2
AMT	0.9875	1.33024333304207	1
AMZ1	0.975	2.16024689946929	2
AMZ2	0.87	0.581518917325765	3
AMZ2P1	0.883333333333333	0.371573762722806	3
ANAPC1	0.9625	0.670786170338747	1
ANAPC10	0.84	0.72975638311578	3
ANAPC11	0.954545454545454	0.52704627669473	1
ANAPC13	0.94	0.718674512944181	1
ANAPC15	0.85	0.720082299823096	3
ANAPC16	0.776190476190476	0.151881699851271	3
ANAPC2	0.925	0.612706637003771	1
ANAPC4	0.970588235294118	0.417698447033037	1
ANAPC5	0.953846153846154	0.630115263019929	1
ANAPC7	0.966666666666667	0.471404520791032	1
ANG	0.83	0.463579835938731	3
ANGEL1	0.858823529411765	0.268415837710881	3
ANGEL2	0.914285714285714	0.519191198238887	1
ANGPT1	0.927777777777778	0.736382523366191	1
ANGPT2	0.9625	1.46586504514519	1
ANGPT4	0.98	2.10818510677892	2
ANGPTL1	0.955	0.882141786406892	1
ANGPTL2	0.877777777777778	0.816496580927726	3
ANGPTL4	0.809090909090909	0.461165492107889	3
ANGPTL5	1	1.51211817574238	1
ANGPTL7	0.99	1.73813701814545	2
ANGPTL8	1	3.16227766016838	2
ANK1	0.945454545454546	1.30211433065757	1
ANK2	0.966666666666667	1.61015297179883	1
ANK3	1	3.16227766016838	2
ANKAR	1	1.69967317119759	2
ANKDD1A	0.922222222222222	0.733617369235792	1
ANKDD1B	0.975	1.26686158344349	1
