gene	enhancer	hic_contact
ABCG5	chr2_44046682_44047473	0.008173
ABCG5	chr2_44058670_44059848	0.015843
ABCG5	chr2_44071501_44071974	0.033732
ABCG8	chr2_43036079_43039040	0.000402
ABCG8	chr2_43388750_43390759	0.000255
ABCG8	chr2_43395279_43398163	0.000366
ABCG8	chr2_43420419_43422767	0.000239
ABCG8	chr2_43444552_43449877	0.000403
ABCG8	chr2_44045637_44046216	0.008173
ABCG8	chr2_44046682_44047473	0.008173
ABCG8	chr2_44058670_44059848	0.015843
ABCG8	chr2_44071501_44071974	0.033732
ABHD1	chr2_27315598_27316228	0.008781
ABHD10	chr3_111685489_111687129	0.01248
ABHD10	chr3_111792910_111794487	0.003009
ABHD11	chr7_73156556_73158115	0.032938
ABHD11	chr7_73172873_73173523	0.009902
ABHD11	chr7_73187993_73188848	0.00687
ABHD11	chr7_73206951_73208850	0.005309
ABHD11	chr7_73236097_73237348	0.005419
ABHD11	chr7_73241727_73242901	0.004461
ABHD11-AS1	chr7_73027050_73028214	0.009022
ABHD11-AS1	chr7_73156556_73158115	0.013231
ABHD11-AS1	chr7_73187993_73188848	0.004902
ABHD11-AS1	chr7_73236097_73237348	0.003544
ABHD11-AS1	chr7_73241727_73242901	0.003921
ABHD12	chr20_25289484_25292605	0.008938
ABHD12	chr20_25369997_25370470	0.048053
ABHD12	chr20_25377621_25380356	0.048053
ABHD12	chr20_25488110_25489475	0.002148
ABHD13	chr13_108806511_108808253	0.002219
ABHD13	chr13_108872019_108872732	0.026589
ABHD13	chr13_108877812_108879324	0.023155
ABHD13	chr13_109567408_109568953	0.001565
ABHD14A	chr3_52019932_52020578	0.012671
ABHD14A-ACY1	chr3_52019932_52020578	0.012671
ABHD14B	chr3_52019932_52020578	0.012671
ABHD15	chr17_27901583_27902117	0.013963
ABHD16A	chr6_31650535_31651820	0.013022
ABHD17A	chr19_1854476_1858309	0.007813
ABHD17A	chr19_1873133_1877014	0.020366
ABHD17A	chr19_1896509_1898639	0.027927
ABHD17A	chr19_1907387_1908634	0.011821
ABHD17A	chr19_2041154_2043561	0.003852
ABHD17A	chr19_2059227_2063058	0.003227
ABHD17A	chr19_2059227_2063058	0.002796
ABHD17B	chr9_73033038_73037630	0.000399
ABHD17B	chr9_74559482_74560618	0.006912
ABHD17C	chr15_80971524_80972571	0.009955
ABHD17C	chr15_80974574_80974892	0.009955
ABHD17C	chr15_80976819_80977800	0.011579
ABHD17C	chr15_80986383_80986594	0.031207
ABHD17C	chr15_80988664_80990151	0.031207
ABHD17C	chr15_80994097_80994542	0.031207
ABHD17C	chr15_81001975_81002369	0.008628
ABHD18	chr4_129473314_129475635	0.000242
ABHD18	chr4_129494791_129496075	0.000431
ABHD2	chr15_89632687_89633029	0.031936
ABHD2	chr15_89633812_89634933	0.031936
ABHD2	chr15_89636503_89637770	0.031936
ABHD2	chr15_89655248_89657207	0.01137
ABHD2	chr15_89658108_89659956	0.01137
ABHD2	chr15_89662369_89665212	0.010951
ABHD3	chr18_19260193_19260522	0.012979
ABHD3	chr18_19266071_19266912	0.016039
ABHD3	chr18_19277649_19278467	0.040236
ABHD3	chr18_20262806_20264022	0.000431
ABHD4	chr14_23290047_23292972	0.003638
ABHD4	chr14_23321815_23323171	0.003297
ABHD5	chr3_43737881_43738747	0.025946
ABHD5	chr3_43778084_43778978	0.004552
ABHD5	chr3_43809808_43812797	0.00292
ABHD5	chr3_44239418_44240634	0.002133
ABHD6	chr3_57957624_57959437	0.001709
ABHD6	chr3_58158707_58160409	0.003695
ABHD6	chr3_58160677_58161965	0.005054
ABHD6	chr3_58231921_58233118	0.014376
ABHD6	chr3_58235068_58236336	0.01172
ABI1	chr10_26910083_26912135	0.001514
ABI1	chr10_27003107_27004285	0.003658
ABI1	chr10_27022796_27024819	0.005252
ABI3	chr17_47268954_47271892	0.01091
ABI3BP	chr3_100359558_100361075	0.00092
ABI3BP	chr3_100415948_100416382	0.000662
ABL1	chr9_133699096_133701029	0.016527
ABL1	chr9_133712287_133712942	0.059876
ABL1	chr9_133721101_133723623	0.023674
ABL2	chr1_178505812_178507096	0.000857
ABL2	chr1_178985934_178987426	0.001112
ABL2	chr1_179195860_179196193	0.027051
ABLIM1	chr10_115720103_115721881	0.000468
ABLIM1	chr10_116256184_116260146	0.00795
ABLIM1	chr10_116266580_116268496	0.007874
ABLIM1	chr10_116278075_116280587	0.01215
ABLIM1	chr10_116278075_116280587	0.034268
ABLIM1	chr10_116300658_116302175	0.010941
ABLIM2	chr4_6917824_6920474	0.000205
ABLIM2	chr4_7971029_7973124	0.001016
ABLIM2	chr4_8184680_8185529	0.008165
ABLIM2	chr4_9153607_9155913	0.000184
ABLIM3	chr5_148700273_148700978	0.001368
ABLIM3	chr5_148864972_148867080	0.000746
ABLIM3	chr5_149126764_149127840	0.000277
ABO	chr9_136008342_136011283	0.00148
ABO	chr9_136112161_136115593	0.006028
ABO	chr9_136127157_136128417	0.009791
ABO	chr9_136143849_136145696	0.041925
ABO	chr9_136148796_136149572	0.041925
ABO	chr9_136155876_136156246	0.034839
ABO	chr9_136157946_136158416	0.034839
ABO	chr9_136234126_136236361	0.00214
ABR	chr17_1018418_1018860	0.003335
ABR	chr17_1025692_1026753	0.005905
ABR	chr17_1127695_1127895	0.033277
ABR	chr17_1130406_1132002	0.059908
ABR	chr17_1449001_1450146	0.001791
ABR	chr17_2309563_2311162	0.000198
ABRACL	chr6_139341665_139342128	0.033442
ABTB1	chr3_127503712_127507062	0.003201
ABTB1	chr3_127534643_127536849	0.003196
ABTB1	chr3_127538650_127540171	0.003299
ABTB1	chr3_128398243_128400997	0.000288
ABTB2	chr11_34255457_34256272	0.00412
ABTB2	chr11_34263673_34266015	0.005862
ABTB2	chr11_34339699_34341008	0.006117
ABTB2	chr11_34621040_34623502	0.000241
ABTB2	chr11_34661006_34662617	0.000712
ACAA1	chr3_38171615_38172512	0.022874
ACAA1	chr3_38174704_38175495	0.02835
ACAA2	chr18_47337447_47338276	0.019274
ACAA2	chr18_47344089_47344839	0.041637
ACAA2	chr18_47345955_47347393	0.041637
ACAA2	chr18_47360275_47360975	0.010749
ACAA2	chr18_47375623_47376434	0.00686
ACAA2	chr18_47384190_47386481	0.005114
ACAD10	chr12_110683985_110686254	0.000144
ACAD10	chr12_112211391_112214039	0.003622
ACAD10	chr12_112215069_112216004	0.00427
ACAD10	chr12_112218077_112219183	0.00427
ACAD11	chr3_132371580_132372098	0.03045
ACAD8	chr11_133920022_133921409	0.002256
ACAD8	chr11_134599850_134600758	0.000584
ACAD9	chr3_128335522_128337935	0.002808
ACAD9	chr3_128398243_128400997	0.003363
ACAD9	chr3_128576995_128577617	0.010482
ACAD9	chr3_128600913_128601253	0.033343
ACAD9	chr3_128601632_128601868	0.033343
ACAD9	chr3_129344296_129347383	0.000175
ACADL	chr2_211381266_211382347	0.000822
ACADL	chr2_211409654_211410055	0.001137
ACADL	chr2_211411505_211412007	0.000812
ACADM	chr1_75197072_75197632	0.000745
ACADM	chr1_76186579_76187090	0.016354
ACADM	chr1_76191395_76192969	0.02538
ACADS	chr12_120665575_120669868	0.000391
ACADS	chr12_120754608_120756289	0.001353
ACADS	chr12_121156732_121157219	0.025156
ACADS	chr12_121203461_121204591	0.00542
ACADS	chr12_121397004_121397983	0.002672
ACADS	chr12_121417447_121419749	0.003239
ACADSB	chr10_123777973_123779714	0.000296
ACADVL	chr17_7117014_7119379	0.04133
ACADVL	chr17_7161969_7162893	0.007978
ACAP1	chr17_7161969_7162893	0.005464
ACAP2	chr3_194978373_194981950	0.001924
ACAP2	chr3_195168012_195168224	0.040256
ACAP3	chr1_1059516_1060954	0.002979
ACAP3	chr1_1078944_1080924	0.002944
ACAP3	chr1_1216870_1217955	0.010477
ACBD3	chr1_226216708_226218195	0.001625
ACBD3	chr1_226296732_226300348	0.003426
ACBD3	chr1_226308348_226310748	0.004414
ACBD3	chr1_226314644_226316092	0.00743
ACBD3	chr1_226322583_226323992	0.00758
ACBD3	chr1_226369514_226370496	0.03753
ACBD4	chr17_43204596_43206039	0.019102
ACBD4	chr17_43482580_43484571	0.001077
ACBD5	chr10_27522380_27523662	0.032567
ACBD6	chr1_180238995_180240139	0.002374
ACBD7	chr10_14902382_14903306	0.001824
ACBD7	chr10_15126165_15127310	0.028955
ACBD7-DCLRE1CP1	chr10_14902382_14903306	0.001824
ACBD7-DCLRE1CP1	chr10_15126165_15127310	0.028955
ACCS	chr11_44622344_44623839	0.000799
ACD	chr16_67495508_67496470	0.001598
ACD	chr16_67554729_67555927	0.008026
ACE2	chrX_15623307_15623629	0.034785
ACE2	chrX_15637074_15638034	0.010619
ACER2	chr9_19161228_19162327	0.002423
ACER2	chr9_19183688_19184915	0.002208
ACER2	chr9_19397632_19398324	0.018204
ACER2	chr9_19404220_19405112	0.041346
ACER3	chr11_76455686_76457227	0.003026
ACER3	chr11_76478634_76482515	0.003118
ACER3	chr11_76630984_76631731	0.005071
ACER3	chr11_76797400_76798667	0.001165
ACHE	chr7_100499419_100499910	0.027294
ACHE	chr7_100608183_100611499	0.006398
ACIN1	chr14_23290047_23292972	0.000903
ACIN1	chr14_23475161_23477009	0.004302
ACKR3	chr2_237473842_237474182	0.059851
ACKR3	chr2_237475843_237477436	0.059851
ACKR4	chr3_133757066_133758808	0.000129
ACLY	chr17_39928028_39930516	0.0027
ACLY	chr17_39948767_39951193	0.002883
ACLY	chr17_39956835_39958548	0.003003
ACLY	chr17_40063034_40064676	0.013814
ACLY	chr17_40070515_40071082	0.034236
ACO1	chr9_32378437_32379822	0.033197
ACO1	chr9_32425925_32427754	0.006365
ACO2	chr22_41808493_41811009	0.007354
ACO2	chr22_41839986_41841739	0.013425
ACO2	chr22_41867562_41867973	0.067531
ACOT11	chr1_55007336_55009250	0.033202
ACOT11	chr1_55029739_55031707	0.009941
ACOT11	chr1_55114507_55115742	0.003431
ACOT11	chr1_55259761_55261344	0.00179
ACOT13	chr6_24663338_24663730	0.026998
ACOT13	chr6_24664369_24664598	0.026998
ACOT13	chr6_24720385_24722389	0.004137
ACOT2	chr14_73928272_73929297	0.002396
ACOT2	chr14_74207278_74212239	0.001464
ACOT2	chr14_74219190_74223687	0.001362
ACOT4	chr14_73928272_73929297	0.002132
ACOT4	chr14_74066061_74066707	0.020195
ACOT4	chr14_74207278_74212239	0.001167
ACOT4	chr14_74219190_74223687	0.001354
ACOT4	chr14_74236799_74239533	0.001376
ACOT7	chr1_6422470_6422919	0.01168
ACOT7	chr1_6510323_6512019	0.002851
ACOT7	chr1_6530692_6532761	0.002851
ACOT8	chr20_43968514_43973307	0.001405
ACOT8	chr20_44489156_44490359	0.042756
ACOT8	chr20_44495885_44497188	0.02232
ACOT9	chrX_23773989_23774642	0.017644
ACOT9	chrX_23782340_23783099	0.009832
ACOT9	chrX_23791182_23792129	0.008762
ACOT9	chrX_23808083_23808849	0.004386
ACOT9	chrX_23821895_23822885	0.003947
ACOT9	chrX_23824711_23826409	0.003843
ACOT9	chrX_23862460_23864105	0.002603
ACOT9	chrX_23905633_23906637	0.004148
ACOT9	chrX_23917845_23921035	0.006119
ACOT9	chrX_23917845_23921035	0.006387
ACOX1	chr17_73972041_73972542	0.041655
ACOX1	chr17_73992826_73993928	0.01706
ACOX2	chr3_57957624_57959437	0.000239
ACOX2	chr3_58160677_58161965	0.001399
ACOX2	chr3_58235068_58236336	0.001566
ACOX2	chr3_58448586_58449897	0.004644
ACOX2	chr3_58456163_58457872	0.005117
ACOX2	chr3_58518459_58518891	0.028982
ACOX2	chr3_58614347_58615374	0.003528
ACOX3	chr4_8436467_8438016	0.02867
ACOX3	chr4_9153607_9155913	0.000824
ACP1	chr2_18203_20723	0.002061
ACP1	chr2_33494_34390	0.00196
ACP1	chr2_35811_36826	0.001753
ACP1	chr2_634652_635448	0.001574
ACP2	chr11_47267038_47267495	0.044997
ACP2	chr11_47275287_47275519	0.051498
ACP2	chr11_47275811_47277079	0.051498
ACP6	chr1_147070300_147073040	0.003157
ACPP	chr3_131105241_131105911	0.000635
ACPP	chr3_132003592_132004898	0.005393
ACRBP	chr12_6721497_6724260	0.008958
ACSF2	chr17_48498708_48499551	0.041564
ACSF2	chr17_48504814_48505156	0.040706
ACSF2	chr17_48506146_48507015	0.040706
ACSF2	chr17_48517484_48518475	0.015934
ACSF2	chr17_48618405_48621400	0.001833
ACSF2	chr17_48763610_48765146	0.002034
ACSF3	chr16_88554154_88556231	0.000735
ACSF3	chr16_89162984_89165441	0.038372
ACSF3	chr16_89166073_89167233	0.038372
ACSF3	chr16_89168294_89168958	0.038372
ACSF3	chr16_89169165_89170107	0.038372
ACSF3	chr16_89571500_89572955	0.00034
ACSL1	chr4_185267909_185271160	0.000733
ACSL1	chr4_185304631_185308797	0.00042
ACSL1	chr4_185393057_185394660	0.000867
ACSL1	chr4_185468296_185468840	0.001185
ACSL3	chr2_223699936_223700519	0.007046
ACSL3	chr2_223726753_223727360	0.033114
ACSL3	chr2_223731083_223731583	0.033114
ACSL4	chrX_106984061_106986535	0.000066
ACSL4	chrX_108983058_108984080	0.021409
ACSL4	chrX_109073462_109075129	0.004742
ACSL4	chrX_109087497_109088387	0.006517
ACSL4	chrX_109268783_109270095	0.000773
ACSL5	chr10_114119885_114122923	0.010429
ACSL5	chr10_114123502_114124042	0.010429
ACSL5	chr10_114124419_114125434	0.012277
ACSL5	chr10_114139346_114140216	0.037135
ACSL5	chr10_114142266_114143624	0.02806
ACSM3	chr16_19442457_19444169	0.000327
ACSM3	chr16_22200688_22204330	0.000154
ACSS1	chr20_25018451_25018976	0.012758
ACSS1	chr20_25019928_25021488	0.013263
ACSS1	chr20_25033912_25035171	0.036775
ACSS1	chr20_25035702_25036224	0.036775
ACSS1	chr20_25036655_25037197	0.036775
ACSS1	chr20_25045170_25046957	0.015109
ACSS1	chr20_25289484_25292605	0.001941
ACSS2	chr20_33467839_33468181	0.033752
ACSS2	chr20_33503626_33505197	0.006901
ACSS3	chr12_79809555_79810136	0.000152
ACSS3	chr12_79940167_79942309	0.00015
ACSS3	chr12_79953893_79955480	0.000405
ACSS3	chr12_81261859_81262937	0.001968
ACTA2	chr10_90145163_90147644	0.000438
ACTA2	chr10_90655988_90657663	0.002949
ACTA2	chr10_91110339_91112860	0.001021
ACTA2-AS1	chr10_90145163_90147644	0.000397
ACTA2-AS1	chr10_90655988_90657663	0.006305
ACTA2-AS1	chr10_90663451_90664249	0.006299
ACTA2-AS1	chr10_90694372_90695802	0.028923
ACTA2-AS1	chr10_90694372_90695802	0.028749
ACTB	chr7_5562508_5566848	0.028058
ACTB	chr7_5571259_5572883	0.059924
ACTB	chr7_5573539_5574010	0.059924
ACTB	chr7_5588874_5589497	0.025774
ACTB	chr7_5592395_5593325	0.022963
ACTB	chr7_5594288_5598999	0.01803
ACTG1	chr17_79312340_79314278	0.003993
ACTG1	chr17_79315639_79320963	0.007053
ACTG1	chr17_79473142_79477546	0.055071
ACTG1	chr17_79480979_79482725	0.036841
ACTG1	chr17_79485377_79487235	0.016169
ACTG2	chr2_74069019_74070073	0.004951
ACTG2	chr2_74123453_74124474	0.040173
ACTG2	chr2_74253094_74254416	0.002685
ACTL10	chr20_32240860_32243095	0.020102
ACTL10	chr20_32251150_32253000	0.041048
ACTN1	chr14_69412313_69412846	0.007484
ACTN1-AS1	chr14_69412313_69412846	0.007484
ACTN4	chr19_39127314_39128392	0.020899
ACTN4	chr19_39131045_39131437	0.053459
ACTN4	chr19_39139362_39141422	0.033975
ACTN4	chr19_39141587_39144406	0.033975
ACTN4	chr19_39173439_39175461	0.008873
ACTN4	chr19_39190498_39192593	0.008761
ACTR10	chr14_58704693_58707538	0.007689
ACTR1A	chr10_104181608_104182899	0.005201
ACTR2	chr2_65404838_65405544	0.003641
ACTR2	chr2_65662478_65664370	0.0021
ACTR3	chr2_114633855_114634783	0.011817
ACTR3	chr2_114635043_114636660	0.016498
ACTR3B	chr7_151156143_151158419	0.000369
ACTR3B	chr7_151304511_151305809	0.000334
ACTR3B	chr7_151440295_151443359	0.000379
ACTR3B	chr7_151515799_151517268	0.00056
ACTR5	chr20_36770776_36774209	0.000366
ACTR5	chr20_36780246_36781692	0.000371
ACTR5	chr20_37393140_37394182	0.012728
ACTR8	chr3_53876476_53879245	0.004511
ACVR1	chr2_158639752_158642015	0.004899
ACVR1	chr2_158645675_158647724	0.004467
ACVR1	chr2_158697081_158697636	0.006377
ACVR1	chr2_158987343_158989039	0.000537
ACVR1B	chr12_52353012_52353440	0.025697
ACVR1B	chr12_52355287_52356068	0.020065
ACVR1B	chr12_52418520_52420508	0.003388
ACVR1C	chr2_157255639_157258218	0.000314
ACVR1C	chr2_158639752_158642015	0.001404
ACVR1C	chr2_158987343_158989039	0.000921
ACVR2A	chr2_147797729_147798949	0.002149
ACVR2A	chr2_148221483_148222927	0.000929
ACVR2B	chr3_38498822_38499398	0.045232
ACVR2B-AS1	chr3_38498822_38499398	0.045232
ACVRL1	chr12_52298674_52300225	0.029453
ACVRL1	chr12_52418520_52420508	0.003256
ACVRL1	chr12_53763675_53767069	0.000208
ACY1	chr3_52019932_52020578	0.025848
ACY3	chr11_67399427_67400472	0.01729
ACY3	chr11_67402234_67402573	0.01729
ACY3	chr11_67419746_67420371	0.04467
ACYP1	chr14_75720858_75721984	0.001468
ACYP1	chr14_75724802_75727356	0.00172
ACYP1	chr14_75747652_75751304	0.001924
ACYP2	chr2_54772783_54774372	0.001612
ACYP2	chr2_54776619_54777504	0.00192
ACYP2	chr2_54801109_54803193	0.001328
ACYP2	chr2_54806372_54807791	0.001988
ACYP2	chr2_54935791_54937583	0.002982
ACYP2	chr2_55130806_55132362	0.000958
ADA	chr20_43062382_43063401	0.001714
ADA	chr20_43089512_43090734	0.002213
ADA	chr20_43262031_43263189	0.008949
ADA	chr20_43270745_43273787	0.014666
ADA	chr20_43968514_43973307	0.000334
ADA2	chr22_17629865_17630684	0.002148
ADA2	chr22_17651954_17653775	0.0056
ADA2	chr22_17717862_17718779	0.01606
ADA2	chr22_17737637_17740090	0.008946
ADA2	chr22_18339802_18340608	0.000354
ADA2	chr22_18352278_18353841	0.000202
ADA2	chr22_18574325_18575406	0.000407
ADA2	chr22_18912905_18913775	0.000242
ADAM10	chr15_59156678_59158028	0.001942
ADAM15	chr1_154972241_154974117	0.007656
ADAM15	chr1_154979027_154981490	0.008333
ADAM15	chr1_154988450_154990673	0.008806
ADAM15	chr1_155015651_155018117	0.044029
ADAM15	chr1_155056592_155059170	0.008729
ADAM17	chr2_9938857_9940671	0.002671
ADAM17	chr2_10260175_10261669	0.001107
ADAM19	chr5_156989898_156991678	0.01379
ADAM19	chr5_156996878_156997281	0.025759
ADAM19	chr5_156997580_156999175	0.025759
ADAM19	chr5_157344811_157347531	0.000469
ADAM22	chr7_87555681_87556776	0.029935
ADAM22	chr7_87858468_87859241	0.000715
ADAM28	chr8_24243452_24245684	0.004356
ADAM28	chr8_25044880_25046234	0.000289
ADAM32	chr8_38591845_38593401	0.000484
ADAM32	chr8_38792985_38796447	0.001354
ADAM32	chr8_39912015_39913301	0.000375
ADAM8	chr10_134220089_134223013	0.000874
ADAM8	chr10_134259957_134263955	0.000639
ADAM8	chr10_135059032_135059701	0.006835
ADAM8	chr10_135070859_135073533	0.014044
ADAM8	chr10_135074367_135076562	0.016774
ADAM8	chr10_135088128_135088850	0.053296
ADAM8	chr10_135091436_135093039	0.053296
ADAM8	chr10_135173057_135174583	0.003253
ADAM9	chr8_38792985_38796447	0.004579
ADAM9	chr8_38855911_38857753	0.016713
ADAMTS1	chr21_28214680_28216668	0.028751
ADAMTS1	chr21_28218729_28219185	0.028751
ADAMTS1	chr21_30117385_30118322	0.002656
ADAMTS14	chr10_71443908_71445119	0.000191
ADAMTS14	chr10_72437165_72437708	0.046198
ADAMTS14	chr10_73397932_73399301	0.000199
ADAMTS14	chr10_73525830_73527832	0.000217
ADAMTS15	chr11_129686948_129688382	0.000458
ADAMTS15	chr11_130013925_130017570	0.000688
ADAMTS15	chr11_130035826_130036701	0.000741
ADAMTS15	chr11_130047792_130052178	0.00103
ADAMTS15	chr11_130047792_130052178	0.000957
ADAMTS15	chr11_130304149_130306370	0.007225
