gene	enhancer	hic_contact
ABCG2	chr4_90164362_90165425	0.000223
ABCG2	chr4_90203870_90206300	0.000178
ABCG2	chr4_90215405_90216335	0.000069
ABCG2	chr4_90219006_90221882	0.000232
ABCG4	chr11_118798606_118801456	0.001015
ABCG4	chr11_118985984_118987034	0.008632
ABHD10	chr3_111328464_111329850	0.001484
ABHD10	chr3_111386111_111387505	0.002892
ABHD10	chr3_111685489_111687129	0.01248
ABHD10	chr3_111707759_111708443	0.012397
ABHD11	chr7_73139885_73140831	0.016223
ABHD11-AS1	chr7_73139885_73140831	0.042613
ABHD12	chr20_24940215_24942236	0.000941
ABHD12	chr20_25070983_25072165	0.00148
ABHD12	chr20_25289484_25292605	0.008938
ABHD12	chr20_25377621_25380356	0.048053
ABHD13	chr13_108872019_108872732	0.026589
ABHD13	chr13_108877812_108879324	0.023155
ABHD13	chr13_108879927_108880300	0.010231
ABHD14A	chr3_52011337_52011810	0.034284
ABHD14A-ACY1	chr3_52011337_52011810	0.034284
ABHD14B	chr3_52011337_52011810	0.034284
ABHD15	chr17_27890975_27891185	0.05322
ABHD15	chr17_27907059_27907814	0.012162
ABHD15	chr17_28032361_28034588	0.00157
ABHD16B	chr20_62265763_62267457	0.003027
ABHD16B	chr20_62272113_62274607	0.003038
ABHD16B	chr20_62488392_62491036	0.056349
ABHD16B	chr20_62579501_62581508	0.003945
ABHD17A	chr19_1873133_1877014	0.020366
ABHD17A	chr19_1896509_1898639	0.027927
ABHD17A	chr19_2041154_2043561	0.003852
ABHD17B	chr9_73033038_73037630	0.000399
ABHD17B	chr9_73033038_73037630	0.000344
ABHD17B	chr9_74397500_74399226	0.001933
ABHD17B	chr9_74409722_74411727	0.001966
ABHD17B	chr9_74512264_74512816	0.012349
ABHD17B	chr9_75141511_75143253	0.000709
ABHD17B	chr9_75746358_75749374	0.000455
ABHD17C	chr15_80988664_80990151	0.031207
ABHD17C	chr15_81585896_81587190	0.000576
ABHD18	chr4_128884846_128885046	0.022837
ABHD2	chr15_89447556_89448759	0.002751
ABHD2	chr15_89633812_89634933	0.031936
ABHD4	chr14_23018367_23020071	0.004189
ABHD4	chr14_23029512_23031455	0.005213
ABHD4	chr14_23038305_23039905	0.007153
ABHD5	chr3_43053754_43059565	0.000167
ABHD5	chr3_43519054_43520204	0.001194
ABHD6	chr3_58162538_58165181	0.005054
ABHD6	chr3_58202470_58203595	0.011464
ABHD6	chr3_58293358_58293854	0.005909
ABHD6	chr3_59436650_59438469	0.000046
ABI1	chr10_26736269_26738982	0.000507
ABI1	chr10_26768724_26771553	0.001124
ABI1	chr10_27010330_27011177	0.005188
ABI1	chr10_28621831_28624396	0.000471
ABI2	chr2_204604045_204606760	0.000518
ABI3	chr17_47268954_47271892	0.020026
ABI3	chr17_47292060_47292560	0.045926
ABI3	chr17_47293416_47293740	0.045926
ABI3	chr17_47294120_47295065	0.045926
ABI3	chr17_47295276_47297253	0.020741
ABI3	chr17_47300077_47302601	0.013901
ABL1	chr9_132646287_132653111	0.000549
ABL2	chr1_179098280_179099702	0.004735
ABL2	chr1_179783549_179784992	0.000712
ABLIM1	chr10_116256184_116260146	0.00795
ABLIM1	chr10_116278075_116280587	0.034268
ABLIM1	chr10_116283432_116284010	0.034268
ABLIM1	chr10_116297539_116298856	0.014265
ABLIM1	chr10_116300658_116302175	0.010941
ABLIM1	chr10_116303305_116305095	0.010941
ABLIM2	chr4_7856308_7857864	0.001144
ABLIM2	chr4_7971029_7973124	0.001016
ABLIM2	chr4_8222728_8224000	0.005368
ABLIM2	chr4_8229454_8231571	0.004355
ABLIM3	chr5_148188281_148189637	0.001486
ABLIM3	chr5_148619799_148620571	0.005098
ABRACL	chr6_138036558_138039237	0.00017
ABRACL	chr6_138144923_138146583	0.000198
ABRACL	chr6_139350933_139352004	0.025099
ABRACL	chr6_139445949_139447840	0.002296
ABRACL	chr6_139482004_139483545	0.002174
ABRACL	chr6_139644235_139645508	0.000924
ABT1	chr6_26473135_26475959	0.001736
ABT1	chr6_26571052_26573399	0.011629
ABTB1	chr3_127393212_127393412	0.035367
ABTB1	chr3_128335522_128337935	0.000531
ABTB2	chr11_35033589_35036206	0.000353
ABTB2	chr11_35061513_35062966	0.000358
ABTB2	chr11_35103831_35106279	0.000359
ABTB2	chr11_35186605_35189491	0.000463
ABTB2	chr11_35268765_35269869	0.000345
ACAA1	chr3_38192342_38194440	0.009945
ACAA2	chr18_46339743_46342368	0.000404
ACAA2	chr18_46359094_46361869	0.000595
ACAA2	chr18_47345955_47347393	0.041637
ACACB	chr12_109548373_109549988	0.005796
ACACB	chr12_109591693_109593409	0.011677
ACAD10	chr12_111867632_111869295	0.001842
ACAD10	chr12_111882011_111883652	0.001634
ACAD11	chr3_132360799_132361372	0.011759
ACAD8	chr11_133797341_133799045	0.001731
ACAD8	chr11_133814774_133815951	0.001007
ACAD8	chr11_133816381_133818734	0.001007
ACAD8	chr11_133906231_133908075	0.002159
ACAD8	chr11_134098575_134099584	0.010066
ACAD8	chr11_134114405_134115103	0.014859
ACAD8	chr11_134131581_134132510	0.015626
ACAD8	chr11_134140060_134140596	0.00767
ACAD8	chr11_134218756_134220641	0.002142
ACAD9	chr3_128335522_128337935	0.002808
ACAD9	chr3_128398243_128400997	0.003363
ACAD9	chr3_128522178_128524173	0.003332
ACAD9	chr3_128593382_128594913	0.040103
ACAD9	chr3_128734196_128736578	0.001671
ACADM	chr1_76249908_76250859	0.006093
ACADM	chr1_76256416_76257430	0.005434
ACADM	chr1_76619533_76620965	0.000322
ACADS	chr12_121151488_121152128	0.018632
ACADS	chr12_121676571_121679571	0.000999
ACADSB	chr10_125000607_125001645	0.001042
ACADSB	chr10_126406269_126408461	0.000151
ACADVL	chr17_7117014_7119379	0.04133
ACAP1	chr17_7117014_7119379	0.003585
ACAP2	chr3_194978373_194981950	0.001924
ACAP2	chr3_195178717_195179500	0.013374
ACAP2	chr3_195276755_195277885	0.002321
ACAP3	chr1_1306086_1307992	0.005356
ACAP3	chr1_2186545_2188276	0.000155
ACAT1	chr11_107988460_107988857	0.030838
ACAT1	chr11_107994621_107995450	0.033564
ACAT1	chr11_108006633_108007308	0.011116
ACAT1	chr11_108095711_108096606	0.003873
ACAT1	chr11_108106436_108108565	0.002715
ACBD3	chr1_226084131_226086285	0.000906
ACBD3	chr1_226308348_226310748	0.004414
ACBD4	chr17_43229109_43229654	0.014401
ACBD4	chr17_43302091_43303792	0.006092
ACBD4	chr17_43305438_43307502	0.003781
ACBD5	chr10_27513844_27515610	0.012744
ACBD5	chr10_28621831_28624396	0.000396
ACBD6	chr1_181073571_181075892	0.001553
ACBD7	chr10_14625314_14626285	0.001423
ACBD7	chr10_14628544_14631228	0.001423
ACBD7	chr10_14689666_14691317	0.000744
ACBD7	chr10_15250056_15251337	0.002265
ACBD7-DCLRE1CP1	chr10_14625314_14626285	0.001423
ACBD7-DCLRE1CP1	chr10_14628544_14631228	0.001423
ACBD7-DCLRE1CP1	chr10_14689666_14691317	0.000744
ACBD7-DCLRE1CP1	chr10_15250056_15251337	0.002265
ACCS	chr11_44088891_44089146	0.033313
ACCS	chr11_44590032_44591068	0.001014
ACCS	chr11_44617449_44619523	0.00074
ACD	chr16_67554729_67555927	0.008026
ACD	chr16_67580715_67582922	0.007955
ACD	chr16_67701739_67703002	0.011479
ACER2	chr9_19161228_19162327	0.002423
ACER2	chr9_19183688_19184915	0.002208
ACER2	chr9_19441467_19442220	0.006143
ACER3	chr11_75944985_75947845	0.000569
ACER3	chr11_76574275_76574609	0.040856
ACER3	chr11_76756903_76759145	0.002424
ACIN1	chr14_23475161_23477009	0.004302
ACKR3	chr2_237444995_237446052	0.005769
ACKR3	chr2_237453540_237455845	0.006464
ACKR3	chr2_237876451_237879267	0.001817
ACKR3	chr2_238581551_238584528	0.000069
ACLY	chr17_38477151_38480701	0.000247
ACO1	chr9_32378437_32379822	0.033197
ACO1	chr9_32579446_32580008	0.013793
ACO1	chr9_33158384_33160768	0.000597
ACO2	chr22_41808493_41811009	0.007363
ACOD1	chr13_75899938_75901554	0.000279
ACOD1	chr13_77453276_77454489	0.002725
ACOD1	chr13_77550049_77551016	0.007645
ACOD1	chr13_77554207_77554524	0.007645
ACOD1	chr13_77902734_77904675	0.000748
ACOT11	chr1_54939002_54943008	0.001827
ACOT11	chr1_54953152_54956410	0.004168
ACOT11	chr1_55007336_55009250	0.033202
ACOT11	chr1_55009420_55010419	0.033202
ACOT2	chr14_75724802_75727356	0.000104
ACOT4	chr14_75724802_75727356	0.000084
ACOT7	chr1_6408069_6409595	0.006323
ACOT7	chr1_6425042_6425646	0.01301
ACOT7	chr1_6519447_6521229	0.003157
ACOT9	chrX_23763896_23764499	0.031254
ACOT9	chrX_23773989_23774642	0.017644
ACOT9	chrX_23784087_23785781	0.009253
ACOT9	chrX_23791182_23792129	0.008762
ACOT9	chrX_23802313_23803654	0.00596
ACOT9	chrX_23917845_23921035	0.006387
ACOT9	chrX_24497169_24499136	0.0003
ACOX3	chr4_8229454_8231571	0.002554
ACOX3	chr4_8410865_8412951	0.006907
ACOX3	chr4_8436467_8438016	0.02867
ACOXL-AS1	chr2_111603859_111605443	0.002517
ACOXL-AS1	chr2_111609832_111610857	0.003019
ACOXL-AS1	chr2_111615625_111617206	0.002208
ACOXL-AS1	chr2_111874428_111876125	0.033102
ACOXL-AS1	chr2_111876315_111877306	0.033102
ACOXL-AS1	chr2_112945133_112946945	0.00025
ACP1	chr2_175122_177299	0.002935
ACP1	chr2_193017_193653	0.003386
ACP1	chr2_246383_247166	0.011558
ACP1	chr2_393733_394688	0.001573
ACP1	chr2_429126_431156	0.001414
ACP1	chr2_437650_438877	0.001382
ACP2	chr11_47255338_47257196	0.015383
ACP5	chr19_11491242_11493052	0.002031
ACP5	chr19_11691058_11693272	0.037591
ACP6	chr1_147070300_147073040	0.003157
ACP6	chr1_147119876_147121029	0.010428
ACP7	chr19_39563742_39565296	0.018446
ACP7	chr19_39891826_39895161	0.00158
ACSF2	chr17_47815879_47819849	0.000307
ACSF2	chr17_48498708_48499551	0.041564
ACSF3	chr16_89162984_89165441	0.038372
ACSF3	chr16_89166073_89167233	0.038372
ACSF3	chr16_89180162_89182633	0.013966
ACSF3	chr16_89188769_89189964	0.011624
ACSF3	chr16_89306467_89308900	0.002712
ACSL1	chr4_185188161_185190236	0.001064
ACSL1	chr4_185666668_185668988	0.005123
ACSL1	chr4_185683189_185684063	0.004505
ACSL1	chr4_185745473_185745951	0.036266
ACSL3	chr2_222381953_222383971	0.000187
ACSL3	chr2_223731083_223731583	0.033114
ACSL4	chrX_106984061_106986535	0.000066
ACSL4	chrX_108952286_108952919	0.005895
ACSL4	chrX_108955928_108956622	0.008472
ACSL4	chrX_108970394_108971773	0.019676
ACSL5	chr10_114129014_114130061	0.012277
ACSL5	chr10_114148818_114149892	0.013923
ACSL6	chr5_130714418_130716243	0.000591
ACSL6	chr5_131310038_131311387	0.004945
ACSL6	chr5_131336184_131337341	0.013803
ACSL6	chr5_131343431_131344295	0.030317
ACSL6	chr5_131355204_131356866	0.01431
ACSL6	chr5_131361896_131363238	0.009841
ACSM3	chr16_20785953_20786691	0.01768
ACSM3	chr16_22200688_22204330	0.000154
ACSS1	chr20_24933526_24934826	0.002563
ACSS1	chr20_24940215_24942236	0.002183
ACSS1	chr20_24974921_24976132	0.008405
ACSS1	chr20_25023528_25024361	0.013263
ACSS1	chr20_25045170_25046957	0.015109
ACSS1	chr20_25070983_25072165	0.003367
ACTA2	chr10_90694372_90695802	0.006983
ACTA2	chr10_90734265_90735546	0.008462
ACTA2	chr10_90745277_90747363	0.025622
ACTA2	chr10_90753776_90754198	0.033195
ACTA2	chr10_90755018_90755769	0.033195
ACTA2	chr10_90755843_90756045	0.033195
ACTA2	chr10_90756569_90757047	0.033195
ACTA2	chr10_90760642_90761969	0.014182
ACTA2	chr10_90762127_90762771	0.014182
ACTA2-AS1	chr10_90145163_90147644	0.000397
ACTA2-AS1	chr10_90584270_90585374	0.004727
ACTA2-AS1	chr10_90594893_90595990	0.010236
ACTA2-AS1	chr10_90694372_90695802	0.028749
ACTA2-AS1	chr10_90734265_90735546	0.005841
ACTA2-AS1	chr10_90745277_90747363	0.007232
ACTA2-AS1	chr10_90753776_90754198	0.006555
ACTA2-AS1	chr10_90760642_90761969	0.004271
ACTA2-AS1	chr10_90976818_90978107	0.005089
ACTB	chr7_5562508_5566848	0.028058
ACTB	chr7_5567508_5568628	0.028058
ACTB	chr7_5571259_5572883	0.059924
ACTB	chr7_5577996_5578963	0.059924
ACTB	chr7_5594288_5598999	0.01803
ACTG1	chr17_79473142_79477546	0.055071
ACTG1	chr17_79477928_79478659	0.055071
ACTG1	chr17_79480979_79482725	0.036841
ACTG1P20	chr1_27659189_27659865	0.046832
ACTG1P20	chr1_27682880_27684647	0.010272
ACTG1P20	chr1_27984605_27987285	0.002391
ACTG2	chr2_74123453_74124474	0.040173
ACTG2	chr2_74197317_74199269	0.003625
ACTG2	chr2_74346542_74348456	0.002866
ACTL10	chr20_32142028_32143476	0.003767
ACTL10	chr20_32251150_32253000	0.041048
ACTL6A	chr3_179276433_179276859	0.02276
ACTN1	chr14_69280923_69283961	0.000599
ACTN1	chr14_69434868_69435068	0.010758
ACTN1	chr14_69435948_69437763	0.014013
ACTN1	chr14_69447885_69448724	0.044083
ACTN1	chr14_69453239_69453935	0.044083
ACTN1-AS1	chr14_69280923_69283961	0.000599
ACTN1-AS1	chr14_69434868_69435068	0.010758
ACTN1-AS1	chr14_69435948_69437763	0.014013
ACTN1-AS1	chr14_69447885_69448724	0.044083
ACTN1-AS1	chr14_69453239_69453935	0.044083
ACTN3	chr11_66078789_66081686	0.00131
ACTN3	chr11_66310794_66311756	0.04475
ACTN3	chr11_66386211_66387047	0.00557
ACTN4	chr19_39127314_39128392	0.020899
ACTR10	chr14_58664749_58665352	0.029138
ACTR10	chr14_58704693_58707538	0.007689
ACTR10	chr14_58797431_58798666	0.002293
ACTR1B	chr2_98313161_98314020	0.011833
ACTR2	chr2_65459105_65460134	0.014881
ACTR3	chr2_114633855_114634783	0.011817
ACTR3	chr2_114643858_114644874	0.03477
ACTR3	chr2_114651872_114652323	0.024596
ACTR3	chr2_114652782_114654053	0.024596
ACTR3C	chr7_150054325_150056273	0.009181
ACTR3C	chr7_150175772_150176979	0.002008
ACTR3C	chr7_150178392_150179386	0.002008
ACTR5	chr20_37356856_37360518	0.010363
ACTR5	chr20_37380072_37380724	0.025459
ACTR5	chr20_37468653_37470184	0.00284
ACTR5	chr20_37500321_37502439	0.002556
ACTR5	chr20_37503042_37504796	0.002556
ACTR5	chr20_37520481_37523890	0.003252
ACTR6	chr12_100596308_100597025	0.027368
ACTRT3	chr3_169480728_169481650	0.033418
ACVR1	chr2_157255639_157258218	0.000106
ACVR1	chr2_158259647_158261197	0.000566
ACVR1	chr2_158269546_158271212	0.000555
ACVR1	chr2_158273622_158276679	0.000598
ACVR1	chr2_158295538_158299138	0.000675
ACVR1	chr2_158325043_158327958	0.000864
ACVR1	chr2_158753698_158754496	0.007939
ACVR1	chr2_158754949_158756297	0.006167
ACVR1B	chr12_52348163_52349297	0.059264
ACVR1B	chr12_52364658_52367107	0.012201
ACVR1C	chr2_157255639_157258218	0.000314
ACVR1C	chr2_158259647_158261197	0.00104
ACVR1C	chr2_158269546_158271212	0.001255
ACVR1C	chr2_158273622_158276679	0.001266
ACVR1C	chr2_158289305_158291603	0.001879
ACVR1C	chr2_158295538_158299138	0.001132
ACVR1C	chr2_158309444_158310743	0.001246
ACVR1C	chr2_158325043_158327958	0.001357
ACVR1C	chr2_158481889_158482200	0.016001
ACVR2A	chr2_148206786_148207596	0.001289
ACVR2A	chr2_148420769_148421845	0.001524
ACVR2A	chr2_149266366_149267616	0.001168
ACVR2A	chr2_149281828_149282882	0.00056
ACVR2A	chr2_149284758_149286386	0.000264
ACVR2A	chr2_149310282_149311618	0.000279
ACVR2B	chr3_38039768_38041199	0.001482
ACVR2B-AS1	chr3_38039768_38041199	0.001482
ACY1	chr3_52011337_52011810	0.062524
ACY3	chr11_67411609_67414576	0.049593
ACY3	chr11_67415298_67417199	0.049593
ACYP1	chr14_75407745_75409983	0.005703
ACYP1	chr14_75715843_75716973	0.001218
ACYP1	chr14_75724802_75727356	0.00172
ACYP1	chr14_76007849_76009913	0.000922
ACYP2	chr2_54221319_54222544	0.002013
ACYP2	chr2_54280065_54281759	0.003699
ACYP2	chr2_54319587_54320799	0.005908
ACYP2	chr2_54796038_54800628	0.001328
ACYP2	chr2_54801109_54803193	0.001328
ACYP2	chr2_54806372_54807791	0.001988
ACYP2	chr2_54822977_54825269	0.001996
ACYP2	chr2_55360517_55362187	0.00044
ADA	chr20_42697090_42699526	0.000589
ADA	chr20_43237748_43240270	0.004891
ADA	chr20_43270745_43273787	0.014666
ADA	chr20_43274191_43276243	0.031131
ADA2	chr22_17651954_17653775	0.0056
ADA2	chr22_17694959_17695664	0.049328
ADA2	chr22_17697699_17698716	0.049328
ADA2	chr22_17717862_17718779	0.01606
ADA2	chr22_17737637_17740090	0.008946
ADA2	chr22_17784391_17785638	0.005261
ADAL	chr15_42226609_42230118	0.000101
ADAM10	chr15_58919906_58921326	0.002634
ADAM12	chr10_126336071_126338202	0.000205
ADAM12	chr10_126406269_126408461	0.000208
ADAM12	chr10_127729856_127731831	0.00184
ADAM12	chr10_128075328_128076041	0.042847
ADAM12	chr10_128078992_128079192	0.042847
ADAM15	chr1_154988450_154990673	0.008806
ADAM15	chr1_155056592_155059170	0.008729
ADAM17	chr2_9692496_9693473	0.037956
ADAM17	chr2_9842844_9844301	0.00378
ADAM17	chr2_9892493_9894907	0.004374
ADAM17	chr2_9922147_9923267	0.002103
ADAM19	chr5_156586222_156587298	0.000482
ADAM19	chr5_156698521_156699792	0.000782
ADAM19	chr5_156967212_156969063	0.005135
ADAM19	chr5_156970847_156971954	0.006066
ADAM19	chr5_156996878_156997281	0.025759
ADAM19	chr5_156997580_156999175	0.025759
ADAM19	chr5_157029369_157031122	0.006407
ADAM19	chr5_157034198_157035306	0.006407
ADAM1A	chr12_111867632_111869295	0.000403
ADAM1A	chr12_112430630_112432977	0.003083
ADAM1A	chr12_112438298_112439891	0.003434
ADAM22	chr7_86607789_86609294	0.00028
ADAM22	chr7_86845599_86846706	0.000283
ADAM22	chr7_87555681_87556776	0.029935
ADAM28	chr8_22299652_22302165	0.000161
ADAM28	chr8_22874994_22877983	0.000097
ADAM28	chr8_23075308_23079395	0.000094
ADAM8	chr10_135070859_135073533	0.014044
ADAM8	chr10_135074367_135076562	0.016774
ADAM8	chr10_135088128_135088850	0.053296
ADAM8	chr10_135091436_135093039	0.053296
ADAM9	chr8_38626711_38628860	0.001906
ADAM9	chr8_38792985_38796447	0.004579
ADAM9	chr8_38823555_38824490	0.006033
ADAMDEC1	chr8_23075308_23079395	0.000139
ADAMDEC1	chr8_24243452_24245684	0.026684
ADAMTS1	chr21_26828883_26830233	0.000186
ADAMTS1	chr21_28212572_28212985	0.028751
ADAMTS1	chr21_28218729_28219185	0.028751
ADAMTS1	chr21_28221531_28223228	0.024529
ADAMTS1	chr21_30117385_30118322	0.002656
ADAMTS10	chr19_8676699_8678053	0.053722
ADAMTS13	chr9_136008342_136011283	0.001183
ADAMTS13	chr9_136236402_136238643	0.006698
ADAMTS13	chr9_136285527_136285887	0.048213
ADAMTS13	chr9_136565744_136569395	0.001276
ADAMTS13	chr9_137282174_137284067	0.000838
ADAMTS17	chr15_100465503_100467215	0.003867
ADAMTS17	chr15_100468593_100469798	0.003867
ADAMTS17	chr15_100870389_100871547	0.011399
ADAMTS17	chr15_100874184_100874631	0.011399
ADAMTS17	chr15_100879015_100879854	0.025864
ADAMTS17	chr15_101111807_101112904	0.003855
ADAMTS17	chr15_101135644_101137415	0.001874
ADAMTS4	chr1_161151996_161152884	0.016055
ADAMTS4	chr1_161154976_161156949	0.021627
ADAMTS4	chr1_161162220_161163124	0.0403
ADAMTS4	chr1_161170105_161171116	0.036294
ADAMTS4	chr1_161359155_161360712	0.00633
ADAMTS4	chr1_161368603_161370648	0.003481
ADAMTS6	chr5_64329945_64332577	0.002886
ADAMTS6	chr5_64398212_64400330	0.003184
ADAMTS6	chr5_64771647_64772139	0.030998
ADAMTSL2	chr9_136008342_136011283	0.001006
ADAMTSL2	chr9_136236402_136238643	0.001794
ADAMTSL2	chr9_136541797_136543137	0.003553
ADAMTSL2	chr9_136547959_136549590	0.003581
ADAMTSL2	chr9_136565744_136569395	0.002413
ADAMTSL4-AS1	chr1_150532358_150536914	0.011223
ADAMTSL4-AS1	chr1_150532358_150536914	0.019714
ADAMTSL4-AS1	chr1_150539504_150546025	0.042195
ADAMTSL4-AS1	chr1_150583658_150586806	0.011859
ADAMTSL5	chr19_1507239_1508983	0.037449
ADAP1	chr7_657064_658666	0.000961
ADAP1	chr7_964186_964748	0.01471
ADAP1	chr7_965287_965580	0.012526
ADARB1	chr21_46496153_46496647	0.023982
ADARB1	chr21_46498428_46499578	0.023982
ADAT1	chr16_75550067_75551764	0.00386
ADAT1	chr16_75650289_75650997	0.030898
ADAT1	chr16_75654197_75655342	0.030898
ADAT1	chr16_75661746_75662524	0.028613
ADAT1	chr16_75662600_75662800	0.028613
ADAT2	chr6_143163192_143164817	0.001107
ADAT2	chr6_143165598_143168408	0.001108
ADAT2	chr6_143176989_143179658	0.001244
ADAT2	chr6_143205572_143206952	0.001228
ADAT2	chr6_143223511_143225361	0.001151
ADAT2	chr6_143234122_143235748	0.001218
ADAT2	chr6_143246569_143249404	0.001109
ADAT2	chr6_144536191_144539257	0.000466
ADAT3	chr19_1873133_1877014	0.009553
ADAT3	chr19_1896509_1898639	0.020859
ADAT3	chr19_2041154_2043561	0.003681
ADAT3	chr19_2059227_2063058	0.00409
ADCK1	chr14_77421788_77424417	0.000349
ADCK1	chr14_77427112_77429156	0.000256
ADCK2	chr7_139928870_139932397	0.000863
ADCK2	chr7_140356220_140357198	0.010801
ADCK5	chr8_145747271_145749455	0.00434
ADCY10P1	chr6_41047884_41048659	0.010722
ADCY3	chr2_25144132_25144338	0.031114
ADCY3	chr2_25149167_25150454	0.031114
ADCY3	chr2_25517027_25518838	0.001043
ADCY6	chr12_49188370_49190190	0.030001
ADCY7	chr16_50307591_50309920	0.015299
