gene	enhancer	hic_contact
ACAA1	chr3_38039768_38041199	0.001722
ACAA2	chr18_46423225_46423527	0.000554
ACAA2	chr18_47057894_47059112	0.002509
ACAA2	chr18_47345955_47347393	0.041637
ACAA2	chr18_47384190_47386481	0.005114
ACAA2	chr18_47833339_47834994	0.000823
ACAD10	chr12_112034782_112036075	0.003928
ACAD10	chr12_112148334_112148642	0.009501
ACAD10	chr12_112194952_112196777	0.003793
ACAD10	chr12_112211391_112214039	0.003622
ACAD10	chr12_112272584_112273077	0.005143
ACAD8	chr11_134101686_134102510	0.010522
ACAD8	chr11_134130452_134130697	0.015626
ACAD8	chr11_134136365_134137364	0.011755
ACAD9	chr3_128393080_128395052	0.003481
ACAD9	chr3_128398243_128400997	0.003363
ACAD9	chr3_128573439_128573666	0.008796
ACAD9	chr3_128583187_128584604	0.012063
ACADL	chr2_210484337_210485188	0.000469
ACADL	chr2_210865390_210866000	0.000805
ACADL	chr2_210872624_210872984	0.001188
ACADM	chr1_76176352_76176763	0.008657
ACADS	chr12_121973506_121976833	0.000064
ACADSB	chr10_124896529_124897487	0.00189
ACADVL	chr17_7117014_7119379	0.04133
ACAP2	chr3_195171368_195172201	0.016171
ACAP2	chr3_195178717_195179500	0.013374
ACAP3	chr1_1092321_1094489	0.002603
ACAT1	chr11_107994621_107995450	0.033564
ACBD3	chr1_226189745_226190914	0.001833
ACBD3	chr1_226296732_226300348	0.003426
ACBD3	chr1_226308348_226310748	0.004414
ACBD3	chr1_226314644_226316092	0.00743
ACBD3	chr1_226369514_226370496	0.033943
ACBD4	chr17_43201323_43202379	0.013477
ACBD5	chr10_27608307_27609391	0.003534
ACBD6	chr1_181097147_181099284	0.00205
ACD	chr16_67554729_67555927	0.008026
ACD	chr16_67701739_67703002	0.011479
ACER2	chr9_19161228_19162327	0.002423
ACER3	chr11_76340195_76342252	0.000843
ACER3	chr11_76568944_76569396	0.034576
ACER3	chr11_76596205_76596708	0.011328
ACIN1	chr14_23475161_23477009	0.004302
ACKR3	chr2_237475843_237477436	0.059851
ACKR3	chr2_237656851_237658272	0.002501
ACKR3	chr2_237780047_237781065	0.001608
ACO1	chr9_33158384_33160768	0.000597
ACO2	chr22_41808493_41811009	0.007363
ACO2	chr22_41843878_41844901	0.013425
ACOD1	chr13_76079135_76079712	0.000197
ACOD1	chr13_77319296_77320301	0.001819
ACOD1	chr13_77453276_77454489	0.002725
ACOD1	chr13_77520569_77520769	0.040935
ACOD1	chr13_77524257_77524557	0.040935
ACOD1	chr13_77902734_77904675	0.000748
ACOT11	chr1_53791247_53792713	0.000239
ACOT11	chr1_55007336_55009250	0.033202
ACOT11	chr1_55009420_55010419	0.033202
ACOT12	chr5_79552960_79554082	0.000104
ACOT12	chr5_81146330_81149563	0.001292
ACOT12	chr5_81713743_81713943	0.00022
ACOT13	chr6_24668468_24669480	0.026998
ACOT13	chr6_24720385_24722389	0.004137
ACOT2	chr14_74219190_74223687	0.001362
ACOT4	chr14_74219190_74223687	0.001354
ACOT7	chr1_6087693_6088734	0.001075
ACOT8	chr20_44470337_44471815	0.017085
ACOT8	chr20_44572591_44576023	0.005311
ACOT9	chrX_23791182_23792129	0.008762
ACOT9	chrX_23799220_23800272	0.00752
ACOT9	chrX_23889481_23890332	0.002829
ACOT9	chrX_23917845_23921035	0.006119
ACOT9	chrX_24042083_24044302	0.001622
ACOX2	chr3_57944179_57946269	0.000463
ACOX2	chr3_57969075_57970260	0.000714
ACOX2	chr3_58320255_58322202	0.002916
ACOX2	chr3_58335244_58336662	0.002087
ACOX2	chr3_58337635_58338038	0.002087
ACOX2	chr3_58511548_58511928	0.013264
ACOX2	chr3_58518459_58518891	0.028982
ACOX3	chr4_7651482_7652173	0.000359
ACOX3	chr4_8192722_8193633	0.002237
ACOX3	chr4_8410865_8412951	0.006907
ACOX3	chr4_9153607_9155913	0.000824
ACP1	chr2_274610_274871	0.012547
ACP1	chr2_275538_275763	0.010288
ACP2	chr11_47246714_47247974	0.011541
ACP2	chr11_47381105_47381671	0.004184
ACP2	chr11_47412425_47413143	0.001981
ACP2	chr11_47414201_47417367	0.002311
ACP6	chr1_147994108_147994718	0
ACP7	chr19_39887845_39889982	0.000938
ACP7	chr19_39891826_39895161	0.00158
ACPP	chr3_132002171_132003415	0.005393
ACPP	chr3_132003592_132004898	0.005393
ACPP	chr3_132009753_132010036	0.007553
ACR	chr22_50972488_50973473	0.001985
ACR	chr22_50979305_50980550	0.002552
ACR	chr22_50979305_50980550	0.002702
ACR	chr22_51169969_51170844	0.099031
ACRBP	chr12_6721497_6724260	0.008958
ACRBP	chr12_6735778_6736392	0.016823
ACRBP	chr12_6752755_6754827	0.035156
ACRBP	chr12_6774276_6774490	0.016004
ACSF2	chr17_48481863_48482063	0.013617
ACSF2	chr17_48497842_48498676	0.041564
ACSF2	chr17_48498708_48499551	0.041564
ACSF2	chr17_48501112_48501921	0.041564
ACSF3	chr16_88876440_88877278	0.002707
ACSF3	chr16_89002461_89004118	0.004079
ACSF3	chr16_89044713_89046065	0.004231
ACSF3	chr16_89117840_89120162	0.006682
ACSF3	chr16_89180162_89182633	0.013966
ACSF3	chr16_89306467_89308900	0.002712
ACSL1	chr4_185267909_185271160	0.000733
ACSL1	chr4_185666668_185668988	0.005123
ACSL1	chr4_185713573_185715394	0.006007
ACSL1	chr4_185734437_185735171	0.010566
ACSL1	chr4_185740958_185741759	0.032293
ACSL1	chr4_185754263_185754926	0.036266
ACSL3	chr2_223733678_223734184	0.033114
ACSL3	chr2_223756684_223757570	0.007915
ACSL3	chr2_223776518_223778443	0.004598
ACSL3	chr2_224735674_224736159	0.000379
ACSL4	chrX_108950578_108951307	0.005895
ACSL4	chrX_108952286_108952919	0.005895
ACSL4	chrX_109083011_109084377	0.004796
ACSL4	chrX_109131854_109133109	0.003526
ACSL5	chr10_114138614_114138814	0.037135
ACSL5	chr10_114148818_114149892	0.013923
ACSM1	chr16_20684507_20688326	0.012785
ACSM3	chr16_20785953_20786691	0.01768
ACSM5	chr16_19978988_19979188	0.002181
ACSS1	chr20_25023528_25024361	0.013263
ACSS1	chr20_25033912_25035171	0.036775
ACSS1	chr20_25299060_25301438	0.001388
ACSS1	chr20_25305143_25306044	0.001308
ACSS2	chr20_33605899_33606181	0.005463
ACSS3	chr12_81333105_81333756	0.001568
ACSS3	chr12_81478427_81480501	0.025328
ACSS3	chr12_82203777_82204297	0.000452
ACSS3	chr12_82204999_82205199	0.000211
ACTA1	chr1_228782988_228784232	0.001636
ACTA1	chr1_229203974_229204718	0.001214
ACTA2	chr10_89620735_89622247	0.000453
ACTA2	chr10_89826304_89826909	0.000472
ACTA2	chr10_90846111_90847373	0.002401
ACTA2-AS1	chr10_89620735_89622247	0.000577
ACTA2-AS1	chr10_89786844_89787529	0.000328
ACTA2-AS1	chr10_89826304_89826909	0.000429
ACTA2-AS1	chr10_90686024_90687483	0.028923
ACTA2-AS1	chr10_90694372_90695802	0.028923
ACTA2-AS1	chr10_90704661_90704861	0.012281
ACTA2-AS1	chr10_90846111_90847373	0.002023
ACTB	chr7_5562508_5566848	0.028058
ACTB	chr7_5571259_5572883	0.059924
ACTB	chr7_5594288_5598999	0.022963
ACTB	chr7_5594288_5598999	0.01803
ACTG1	chr17_79315639_79320963	0.007053
ACTG1	chr17_79454672_79456042	0.014926
ACTG1	chr17_79473142_79477546	0.055071
ACTG1	chr17_79480979_79482725	0.036841
ACTL10	chr20_32251150_32253000	0.041048
ACTL10	chr20_32275208_32275488	0.006369
ACTL6A	chr3_178978721_178979617	0.001179
ACTL8	chr1_16532431_16535108	0.000031
ACTL8	chr1_17229588_17232767	0.000081
ACTL8	chr1_17895449_17897043	0.000674
ACTL8	chr1_17956573_17956796	0.001716
ACTL8	chr1_17961966_17962587	0.001936
ACTN1	chr14_69416924_69418469	0.008264
ACTN1	chr14_69444024_69445016	0.028831
ACTN1	chr14_69509484_69510064	0.006536
ACTN1-AS1	chr14_69416924_69418469	0.008264
ACTN1-AS1	chr14_69444024_69445016	0.028831
ACTN1-AS1	chr14_69509484_69510064	0.006536
ACTN4	chr19_39141587_39144406	0.033975
ACTN4	chr19_39173439_39175461	0.008873
ACTN4	chr19_39887845_39889982	0.000322
ACTR10	chr14_58637276_58638133	0.006849
ACTR10	chr14_58704693_58707538	0.007689
ACTR1A	chr10_104405252_104407712	0.004929
ACTR1B	chr2_98363794_98365963	0.002799
ACTR2	chr2_65291846_65293283	0.00237
ACTR2	chr2_65459105_65460134	0.014881
ACTR2	chr2_65585832_65587055	0.002116
ACTR2	chr2_65662478_65664370	0.0021
ACTR3	chr2_114651872_114652323	0.024596
ACTR5	chr20_36770776_36774209	0.000366
ACTR6	chr12_100531918_100532832	0.005158
ACTR6	chr12_100578834_100580174	0.012283
ACTR6	chr12_100623114_100624190	0.005943
ACTR8	chr3_53303802_53305013	0.00104
ACTRT3	chr3_169489563_169490160	0.033418
ACTRT3	chr3_170074144_170074480	0.000668
ACVR1	chr2_157190264_157193472	0.000178
ACVR1	chr2_158277158_158278206	0.000598
ACVR1	chr2_158325043_158327958	0.000864
ACVR1	chr2_158998946_158999629	0.000771
ACVR1B	chr12_52213650_52215830	0.00196
ACVR1B	chr12_52316214_52318289	0.0095
ACVR1B	chr12_52364658_52367107	0.012201
ACVR1B	chr12_52418520_52420508	0.003388
ACVR1C	chr2_157190264_157193472	0.000042
ACVR1C	chr2_158277158_158278206	0.001266
ACVR1C	chr2_158309444_158310743	0.001229
ACVR1C	chr2_158325043_158327958	0.001357
ACVR1C	chr2_158998946_158999629	0.000637
ACVR2B	chr3_38039768_38041199	0.001482
ACVR2B-AS1	chr3_38039768_38041199	0.001482
ACY3	chr11_67044168_67045676	0.000746
ACY3	chr11_67231355_67233364	0.001207
ACY3	chr11_67415298_67417199	0.049593
ACYP1	chr14_75406221_75407413	0.005703
ACYP1	chr14_75724802_75727356	0.00172
ACYP1	chr14_75762233_75763277	0.001773
ACYP2	chr2_54786676_54788452	0.001388
ACYP2	chr2_55338403_55340328	0.00053
ACYP2	chr2_55450021_55453059	0.00074
ADA	chr20_43270745_43273787	0.014666
ADA	chr20_43274191_43276243	0.014666
ADA	chr20_43274191_43276243	0.031131
ADA	chr20_44572591_44576023	0.00006
ADA2	chr22_17587365_17588939	0.003384
ADA2	chr22_17651954_17653775	0.0056
ADA2	chr22_17709103_17710111	0.046209
ADA2	chr22_17717862_17718779	0.01606
ADA2	chr22_17722542_17723891	0.014988
ADA2	chr22_17724408_17724691	0.014988
ADAL	chr15_43531927_43532579	0.003343
ADAM10	chr15_58621957_58625597	0.002
ADAM10	chr15_58813215_58814339	0.002725
ADAM10	chr15_58843665_58844949	0.002671
ADAM10	chr15_59030306_59030860	0.014089
ADAM10	chr15_59156678_59158028	0.001942
ADAM11	chr17_41399492_41401248	0.00013
ADAM11	chr17_42851886_42853902	0.013053
ADAM15	chr1_154972241_154974117	0.007656
ADAM15	chr1_154988450_154990673	0.010443
ADAM15	chr1_155015651_155018117	0.044029
ADAM15	chr1_155056592_155059170	0.008729
ADAM17	chr2_8816262_8820793	0.000149
ADAM17	chr2_9679361_9679595	0.008081
ADAM17	chr2_10168489_10170828	0.001153
ADAM17	chr2_10260175_10261669	0.001107
ADAM18	chr8_37991647_37992717	0.000044
ADAM18	chr8_38626711_38628860	0.000157
ADAM18	chr8_38814254_38815629	0.000438
ADAM19	chr5_156928987_156930447	0.003503
ADAM19	chr5_156994086_156994438	0.01379
ADAM19	chr5_157008866_157009389	0.026275
ADAM19	chr5_157022210_157022410	0.009634
ADAM19	chr5_157023205_157024626	0.009634
ADAM19	chr5_157029369_157031122	0.008029
ADAM22	chr7_87503331_87504036	0.002856
ADAM22	chr7_87555681_87556776	0.029935
ADAM28	chr8_24206667_24208192	0.005355
ADAM32	chr8_37677615_37680464	0.000257
ADAM32	chr8_37991647_37992717	0.000017
ADAM32	chr8_38626711_38628860	0.000534
ADAM32	chr8_38792985_38796447	0.001084
ADAM32	chr8_38814254_38815629	0.001435
ADAM9	chr8_37991647_37992717	0.000472
ADAM9	chr8_38626711_38628860	0.001906
ADAM9	chr8_38792985_38796447	0.003502
ADAM9	chr8_38792985_38796447	0.004579
ADAM9	chr8_38814254_38815629	0.005474
ADAMDEC1	chr8_24206667_24208192	0.005558
ADAMDEC1	chr8_24228273_24229238	0.010525
ADAMTS1	chr21_28214680_28216668	0.028751
ADAMTS1	chr21_28218729_28219185	0.028751
ADAMTS14	chr10_72252771_72255016	0.001681
ADAMTS14	chr10_73506286_73510106	0.000299
ADAMTS14	chr10_74056724_74058484	0.000398
ADAMTS15	chr11_130308778_130308978	0.013325
ADAMTS15	chr11_130335231_130335431	0.008419
ADAMTS15	chr11_130337361_130337561	0.008419
ADAMTS17	chr15_100651180_100652245	0.001879
ADAMTS2	chr5_178770787_178771436	0.05493
ADAMTS2	chr5_178783182_178784516	0.013947
ADAMTS3	chr4_73397272_73397838	0.005339
ADAMTS3	chr4_73531332_73531532	0.002901
ADAMTS4	chr1_161154976_161156949	0.021627
ADAMTS4	chr1_161164836_161165460	0.0403
ADAMTS4	chr1_161368603_161370648	0.003481
ADAMTS5	chr21_28214680_28216668	0.002129
ADAMTS5	chr21_28218729_28219185	0.002129
ADAMTS5	chr21_28316079_28316552	0.008202
ADAMTS5	chr21_28344467_28344890	0.023715
ADAMTS6	chr5_64329945_64332577	0.002886
ADAMTS6	chr5_64398212_64400330	0.003184
ADAMTS6	chr5_64776034_64776747	0.030998
ADAMTS6	chr5_65220384_65221362	0.000553
ADAMTS6	chr5_66461071_66463450	0.000115
ADAMTS8	chr11_130290122_130291075	0.030745
ADAMTS8	chr11_130301161_130301961	0.026389
ADAMTS8	chr11_130304149_130306370	0.026389
ADAMTS8	chr11_130308778_130308978	0.008067
ADAMTS8	chr11_130335231_130335431	0.002944
ADAMTSL1	chr9_18363117_18363317	0.002163
ADAMTSL1	chr9_18442711_18442959	0.005292
ADAMTSL1	chr9_18489652_18489852	0.010827
ADAMTSL1	chr9_18596974_18597174	0.002059
ADAMTSL1	chr9_18948114_18948314	0.00083
ADAMTSL1	chr9_19161228_19162327	0.001105
ADAMTSL1	chr9_19162608_19163456	0.001105
ADAMTSL4	chr1_150532358_150536914	0.021148
ADAMTSL4	chr1_150583658_150586806	0.004007
ADAMTSL4-AS1	chr1_150532358_150536914	0.011223
ADAMTSL4-AS1	chr1_150583658_150586806	0.011859
ADAMTSL4-AS1	chr1_150583658_150586806	0.013229
ADAMTSL5	chr19_1507239_1508983	0.037449
ADAP1	chr7_948453_950340	0.01099
ADAP1	chr7_961988_963522	0.01471
ADAP1	chr7_970828_971357	0.015987
ADAP1	chr7_987058_987261	0.058958
ADAP1	chr7_996854_998257	0.054879
ADAP1	chr7_1002811_1005944	0.017933
ADAP2	chr17_28926454_28928582	0.000918
ADAP2	chr17_29055504_29055881	0.00221
ADAP2	chr17_29057713_29060185	0.00221
ADAP2	chr17_29253634_29253834	0.044666
ADAP2	chr17_29281006_29281810	0.008138
ADAT1	chr16_75540316_75541015	0.003259
ADAT1	chr16_75550067_75551764	0.00386
ADAT2	chr6_143023674_143024488	0.001169
ADAT2	chr6_144536191_144539257	0.000466
ADAT3	chr19_1854476_1858309	0.00492
ADAT3	chr19_1873133_1877014	0.009553
ADAT3	chr19_1895271_1896030	0.020859
ADAT3	chr19_1896509_1898639	0.020859
ADAT3	chr19_1901271_1902470	0.049682
ADCK1	chr14_78274701_78274909	0.032358
ADCK2	chr7_140356220_140357198	0.010801
ADCK2	chr7_140374969_140375544	0.028323
ADCK2	chr7_140375859_140376667	0.028323
ADCK5	chr8_145747271_145749455	0.00434
ADCY1	chr7_44296741_44298079	0.00029
ADCY1	chr7_45442503_45442716	0.002526
ADCY10	chr1_167570533_167571505	0.001206
ADCY10	chr1_167596866_167598352	0.001103
ADCY10	chr1_167682408_167686135	0.001407
ADCY10	chr1_167878780_167879507	0.033691
ADCY10	chr1_167879844_167881005	0.043495
ADCY10P1	chr6_41153815_41154282	0.004785
ADCY3	chr2_25096587_25097166	0.00438
ADCY3	chr2_25130068_25130321	0.015858
ADCY3	chr2_25140032_25140337	0.031114
ADCY4	chr14_24796617_24797398	0.043141
ADCY4	chr14_24800990_24802456	0.043141
ADCY4	chr14_24900172_24901548	0.015006
ADCY7	chr16_50293139_50294208	0.00974
ADCY7	chr16_50307591_50309920	0.015299
ADCY7	chr16_50312758_50313407	0.018977
ADCY7	chr16_50314984_50316519	0.040321
ADCY7	chr16_50317038_50317539	0.040321
ADCY9	chr16_4102765_4104522	0.005919
ADCY9	chr16_4160161_4161049	0.044946
ADCY9	chr16_4233043_4234827	0.007589
ADCY9	chr16_4321071_4322024	0.002566
ADD1	chr4_2787206_2789666	0.005082
ADD1	chr4_2799170_2801362	0.008083
ADD1	chr4_2802472_2803776	0.008083
ADD1	chr4_2836003_2837214	0.01938
ADD1	chr4_2847089_2847322	0.051058
ADD1	chr4_2933257_2934198	0.005682
ADD2	chr2_70914016_70914638	0.00363
ADD2	chr2_71002243_71002443	0.038737
ADD2	chr2_71134152_71135523	0.002492
ADD2	chr2_71291737_71293398	0.000303
ADD3	chr10_111836251_111837888	0.004617
ADD3	chr10_111901581_111902273	0.002114
ADD3-AS1	chr10_111836251_111837888	0.004617
ADD3-AS1	chr10_111901581_111902273	0.002114
ADGRA2	chr8_37643474_37644473	0.019648
ADGRA2	chr8_37649699_37650013	0.03168
ADGRA2	chr8_37655541_37656680	0.024136
ADGRA2	chr8_37658581_37662561	0.024136
ADGRA2	chr8_37658581_37662561	0.01557
ADGRA2	chr8_37677615_37680464	0.011327
ADGRA2	chr8_37683184_37684827	0.009036
ADGRA2	chr8_37991647_37992717	0.001762
ADGRA3	chr4_22479140_22479431	0.004886
ADGRA3	chr4_22485023_22486536	0.007222
ADGRA3	chr4_22911909_22912109	0.000498
ADGRA3	chr4_23946942_23948145	0.000315
ADGRD1	chr12_131449738_131450598	0.011703
ADGRD1	chr12_131463428_131466196	0.006876
