gene	enhancer	hic_contact
ABCA7	chr19_1037723_1038915	0.054171
ABCA7	chr19_1068741_1069787	0.01319
ABCA7	chr19_1101337_1102984	0.008509
ABCB4	chr7_87146726_87146926	0.003633
ABCB6	chr2_220074160_220074528	0.022369
ABCB6	chr2_220090154_220090423	0.015821
ABCB6	chr2_220113651_220115128	0.008863
ABCB7	chrX_73337651_73339616	0.000265
ABCB7	chrX_73469695_73471692	0.000171
ABCB8	chr7_150736008_150737352	0.020835
ABCB8	chr7_150784575_150785002	0.008196
ABCB8	chr7_150785334_150787072	0.005763
ABCB9	chr12_123355259_123358555	0.006144
ABCB9	chr12_123430979_123432353	0.008725
ABCC1	chr16_16045840_16046626	0.040107
ABCC1	chr16_16091995_16092806	0.007946
ABCC1	chr16_16114958_16115170	0.006722
ABCC1	chr16_16115448_16116869	0.006722
ABCC1	chr16_16169282_16170316	0.003846
ABCC4	chr13_95919462_95920790	0.008255
ABCC4	chr13_95938089_95938445	0.012912
ABCC4	chr13_95941133_95941841	0.016437
ABCC4	chr13_96132071_96133051	0.002338
ABCC5	chr3_183595850_183596467	0.002304
ABCC5	chr3_183740145_183740512	0.03415
ABCC5	chr3_183756890_183758018	0.00968
ABCC5-AS1	chr3_183595850_183596467	0.002075
ABCC5-AS1	chr3_183740145_183740512	0.009036
ABCC5-AS1	chr3_183756890_183758018	0.004893
ABCD1	chrX_152991336_152993839	0.056974
ABCD1	chrX_153192747_153194289	0.003323
ABCD2	chr12_38534148_38534379	0.00027
ABCD2	chr12_39461891_39462091	0.000589
ABCD3	chr1_94223983_94225255	0.00055
ABCD3	chr1_94805140_94805340	0.003389
ABCD3	chr1_94810922_94811122	0.00411
ABCD3	chr1_95221123_95221582	0.001153
ABCD4	chr14_74219190_74223687	0.00046
ABCE1	chr4_144279544_144281314	0.000263
ABCF1	chr6_30649520_30651137	0.00337
ABCF2	chr7_150784575_150785002	0.002512
ABCF2	chr7_150968803_150970367	0.004677
ABCF3	chr3_183893810_183895488	0.02023
ABHD1	chr2_27303803_27305299	0.003729
ABHD10	chr3_111386111_111387505	0.002892
ABHD11	chr7_73001804_73002850	0.004006
ABHD11-AS1	chr7_73001804_73002850	0.004858
ABHD11-AS1	chr7_73129727_73131334	0.011806
ABHD11-AS1	chr7_73131357_73132887	0.011806
ABHD11-AS1	chr7_73139885_73140831	0.042613
ABHD12	chr20_25289484_25292605	0.008938
ABHD12	chr20_25299060_25301438	0.008556
ABHD12	chr20_25305143_25306044	0.006118
ABHD12	chr20_25341335_25342232	0.007931
ABHD12	chr20_25377621_25380356	0.048053
ABHD13	chr13_108918654_108920024	0.004156
ABHD15	chr17_27887269_27887731	0.05322
ABHD16A	chr6_31678782_31679547	0.057118
ABHD16A	chr6_31702029_31703306	0.011573
ABHD16B	chr20_62488392_62491036	0.056349
ABHD16B	chr20_62504437_62505334	0.015618
ABHD17A	chr19_1854476_1858309	0.007813
ABHD17A	chr19_1864594_1865126	0.00935
ABHD17A	chr19_1873133_1877014	0.020366
ABHD17A	chr19_1895271_1896030	0.027927
ABHD17A	chr19_1896509_1898639	0.027927
ABHD17B	chr9_73033038_73037630	0.000399
ABHD17B	chr9_74511778_74512237	0.012349
ABHD17B	chr9_74512264_74512816	0.012349
ABHD17C	chr15_80935758_80936218	0.00693
ABHD17C	chr15_80937415_80938092	0.00693
ABHD17C	chr15_81023077_81023277	0.005107
ABHD18	chr4_129305985_129309015	0.000342
ABHD18	chr4_130247857_130249685	0.00018
ABHD2	chr15_89610444_89612148	0.013156
ABHD2	chr15_89613404_89614018	0.013156
ABHD2	chr15_89676069_89677109	0.007058
ABHD2	chr15_90577453_90580062	0.00014
ABHD3	chr18_19279132_19280164	0.040236
ABHD4	chr14_23018367_23020071	0.004189
ABHD4	chr14_23475161_23477009	0.001377
ABHD5	chr3_43750698_43750906	0.007573
ABHD6	chr3_57936752_57938419	0.001266
ABHD6	chr3_57969075_57970260	0.00135
ABHD6	chr3_58202470_58203595	0.011464
ABHD6	chr3_58218271_58218584	0.035211
ABHD6	chr3_58320255_58322202	0.002311
ABHD6	chr3_58335244_58336662	0.001768
ABI1	chr10_27026453_27028692	0.004852
ABI1	chr10_27144339_27144539	0.010061
ABL2	chr1_178903673_178903873	0.000791
ABL2	chr1_178911818_178912286	0.000627
ABL2	chr1_179144197_179145226	0.004649
ABL2	chr1_179186903_179187514	0.015394
ABLIM1	chr10_115784306_115785701	0.000217
ABLIM1	chr10_116303305_116305095	0.010941
ABLIM1	chr10_116561027_116561677	0.002283
ABLIM1	chr10_116634468_116635253	0.001503
ABLIM2	chr4_8169151_8169958	0.030706
ABLIM2	chr4_8192722_8193633	0.007418
ABLIM2	chr4_8243801_8244978	0.004046
ABLIM2	chr4_8247645_8247869	0.003532
ABLIM2	chr4_8248437_8250228	0.003532
ABLIM2	chr4_8254114_8255249	0.003579
ABLIM2	chr4_8279689_8280937	0.0025
ABLIM2	chr4_8349853_8350053	0.001454
ABLIM2	chr4_8403899_8405377	0.003456
ABLIM2	chr4_9153607_9155913	0.000184
ABLIM3	chr5_148184912_148186425	0.001486
ABR	chr17_1013350_1015308	0.002697
ABR	chr17_1100427_1102067	0.009956
ABR	chr17_1109153_1109916	0.012822
ABR	chr17_1170562_1172463	0.006754
ABRACL	chr6_139644235_139645508	0.001615
ABTB1	chr3_127310576_127311264	0.003771
ABTB1	chr3_127356352_127357155	0.006731
ABTB1	chr3_127396900_127397100	0.031274
ABTB1	chr3_127397297_127398417	0.031274
ABTB1	chr3_127402470_127403062	0.020352
ABTB1	chr3_127489815_127490061	0.002798
ABTB2	chr11_34074357_34075559	0.001417
ABTB2	chr11_34175785_34177413	0.005956
ABTB2	chr11_34202813_34203013	0.007613
ABTB2	chr11_34229704_34230374	0.006585
ABTB2	chr11_34244104_34245350	0.005076
ABTB2	chr11_34287922_34289037	0.004915
ABTB2	chr11_34360816_34361541	0.00983
ABTB2	chr11_34392510_34393802	0.006912
ABTB2	chr11_34448278_34449568	0.003397
ACAA1	chr3_38039768_38041199	0.001722
ACAA2	chr18_46423225_46423527	0.000554
ACAA2	chr18_46478491_46479651	0.000392
ACAA2	chr18_47345955_47347393	0.041637
ACAD10	chr12_112034782_112036075	0.003928
ACAD10	chr12_112143541_112143741	0.009999
ACAD10	chr12_112148334_112148642	0.009501
ACAD10	chr12_112194952_112196777	0.003793
ACAD10	chr12_112272584_112273077	0.005143
ACAD8	chr11_134101686_134102510	0.010522
ACAD8	chr11_134136365_134137364	0.011755
ACAD9	chr3_128393080_128395052	0.003481
ACAD9	chr3_128398243_128400997	0.003363
ACAD9	chr3_128573439_128573666	0.008796
ACAD9	chr3_128578648_128578848	0.010482
ACAD9	chr3_128595182_128595382	0.040103
ACADM	chr1_76197589_76198670	0.02538
ACADM	chr1_76249908_76250859	0.006093
ACADM	chr1_76408899_76409099	0.001086
ACADS	chr12_121157351_121158847	0.025156
ACADVL	chr17_7117014_7119379	0.04133
ACAP2	chr3_194457090_194458620	0.000931
ACAP2	chr3_194978373_194981950	0.001924
ACAP2	chr3_195171368_195172201	0.016171
ACAT1	chr11_106911680_106912099	0.000048
ACAT1	chr11_107710794_107712313	0.000944
ACAT1	chr11_108836449_108836649	0.000402
ACAT2	chr6_160250847_160251047	0.002985
ACAT2	chr6_160409574_160410536	0.001727
ACBD3	chr1_226296732_226300348	0.003426
ACBD3	chr1_226308348_226310748	0.004414
ACBD3	chr1_226369514_226370496	0.033943
ACBD3	chr1_226536619_226538575	0.002367
ACBD4	chr17_43201323_43202379	0.013477
ACBD4	chr17_43302091_43303792	0.006092
ACBD6	chr1_181030160_181032494	0.001166
ACBD7	chr10_14993443_14994301	0.005379
ACBD7-DCLRE1CP1	chr10_14993443_14994301	0.005379
ACCSL	chr11_45540648_45540848	0.000163
ACD	chr16_67554729_67555927	0.008026
ACER2	chr9_19153839_19154764	0.001147
ACER2	chr9_19161228_19162327	0.002423
ACER2	chr9_19183688_19184915	0.002208
ACER3	chr11_75944985_75947845	0.000569
ACER3	chr11_76568944_76569396	0.034576
ACER3	chr11_76574275_76574609	0.040856
ACER3	chr11_76886328_76887281	0.001068
ACIN1	chr14_23475161_23477009	0.004302
ACIN1	chr14_23547283_23549285	0.022295
ACKR3	chr2_237656851_237658272	0.002501
ACKR3	chr2_238382025_238385549	0.000225
ACKR3	chr2_238390626_238392475	0.000358
ACKR3	chr2_238441028_238441228	0.000341
ACKR3	chr2_238442413_238442817	0.000341
ACLY	chr17_40089185_40089608	0.022778
ACO1	chr9_32378437_32379822	0.033197
ACO2	chr22_41808493_41811009	0.007363
ACO2	chr22_41843878_41844901	0.013425
ACOD1	chr13_77319296_77320301	0.001819
ACOD1	chr13_77453276_77454489	0.002725
ACOD1	chr13_77524257_77524557	0.040935
ACOD1	chr13_77902734_77904675	0.000748
ACOD1	chr13_77961013_77962262	0.000588
ACOT11	chr1_55007336_55009250	0.033202
ACOT11	chr1_55009420_55010419	0.033202
ACOT13	chr6_24720385_24722389	0.004137
ACOT13	chr6_24743150_24744470	0.002069
ACOT7	chr1_6087693_6088734	0.001075
ACOT7	chr1_6452175_6452789	0.033281
ACOT8	chr20_44470337_44471815	0.017085
ACOT8	chr20_44513632_44514106	0.0112
ACOT8	chr20_44572591_44576023	0.005311
ACOT9	chrX_23745401_23745601	0.009595
ACOT9	chrX_23784087_23785781	0.009253
ACOT9	chrX_23791182_23792129	0.008762
ACOT9	chrX_23799220_23800272	0.00752
ACOT9	chrX_23889481_23890332	0.002829
ACOT9	chrX_23917845_23921035	0.006119
ACOT9	chrX_23917845_23921035	0.006387
ACOT9	chrX_23977857_23978324	0.001181
ACOT9	chrX_24042083_24044302	0.001622
ACOX1	chr17_73992826_73993928	0.01706
ACOX2	chr3_58320255_58322202	0.002916
ACOX2	chr3_58335244_58336662	0.002087
ACOX2	chr3_58339667_58340383	0.002298
ACOX2	chr3_58511963_58512715	0.013264
ACOX2	chr3_58518459_58518891	0.028982
ACOX3	chr4_8243801_8244978	0.003208
ACOX3	chr4_8247645_8247869	0.003435
ACOX3	chr4_8248437_8250228	0.003435
ACOX3	chr4_8254114_8255249	0.002742
ACOX3	chr4_8279689_8280937	0.002302
ACOX3	chr4_8349853_8350053	0.001405
ACOX3	chr4_8403899_8405377	0.003594
ACOX3	chr4_9153607_9155913	0.000824
ACOXL-AS1	chr2_111751225_111752526	0.003121
ACOXL-AS1	chr2_112456284_112457316	0.004329
ACOXL-AS1	chr2_112462534_112464392	0.004604
ACP2	chr11_47275811_47277079	0.051498
ACP2	chr11_47381105_47381671	0.004184
ACP2	chr11_47409470_47410267	0.002954
ACP2	chr11_47414201_47417367	0.002311
ACP5	chr19_11678605_11679551	0.026276
ACP5	chr19_11694561_11695186	0.01991
ACPP	chr3_132002171_132003415	0.005393
ACPP	chr3_132009753_132010036	0.007553
ACPP	chr3_132011636_132012403	0.007605
ACPT	chr19_51227626_51229139	0.005986
ACPT	chr19_51295711_51300246	0.044806
ACSF2	chr17_48501112_48501921	0.041564
ACSF2	chr17_49008238_49009723	0.000714
ACSF3	chr16_89002461_89004118	0.004079
ACSF3	chr16_89044713_89046065	0.004231
ACSF3	chr16_89098236_89098689	0.005935
ACSF3	chr16_89117840_89120162	0.006682
ACSF3	chr16_89166073_89167233	0.038372
ACSF3	chr16_89180162_89182633	0.013966
ACSF3	chr16_89306467_89308900	0.002712
ACSL1	chr4_185666668_185668988	0.005123
ACSL1	chr4_185713573_185715394	0.006007
ACSL1	chr4_185734437_185735171	0.010566
ACSL1	chr4_185740958_185741759	0.032293
ACSL1	chr4_185754263_185754926	0.036266
ACSL1	chr4_185781330_185781807	0.006134
ACSL3	chr2_223707008_223707941	0.00932
ACSL3	chr2_223708879_223709888	0.00932
ACSL3	chr2_223733678_223734184	0.033114
ACSL3	chr2_223776518_223778443	0.004598
ACSL3	chr2_224898425_224899435	0.000504
ACSL4	chrX_108863051_108863652	0.001662
ACSL4	chrX_108952286_108952919	0.005895
ACSL4	chrX_108964249_108964531	0.009785
ACSL4	chrX_108983058_108984080	0.021409
ACSL4	chrX_109083011_109084377	0.004796
ACSL4	chrX_109131854_109133109	0.003526
ACSL4	chrX_109133282_109134425	0.003526
ACSL4	chrX_109329455_109331476	0.000414
ACSL4	chrX_109351186_109352095	0.001081
ACSL5	chr10_114148818_114149892	0.013923
ACSM3	chr16_20758368_20759118	0.012223
ACSM3	chr16_20765391_20766025	0.068366
ACSS1	chr20_25023528_25024361	0.013263
ACSS1	chr20_25033912_25035171	0.036775
ACSS1	chr20_25299060_25301438	0.001388
ACTA2	chr10_89620735_89622247	0.000453
ACTA2	chr10_90846111_90847373	0.002401
ACTA2-AS1	chr10_89620735_89622247	0.000577
ACTA2-AS1	chr10_90593504_90593796	0.008043
ACTA2-AS1	chr10_90612894_90613311	0.004989
ACTA2-AS1	chr10_90686024_90687483	0.028923
ACTA2-AS1	chr10_90694372_90695802	0.028749
ACTA2-AS1	chr10_90846111_90847373	0.002023
ACTB	chr7_5562508_5566848	0.028058
ACTB	chr7_5571259_5572883	0.059924
ACTB	chr7_5594288_5598999	0.01803
ACTB	chr7_5633807_5636507	0.004938
ACTG1	chr17_79315639_79320963	0.007053
ACTG1	chr17_79370298_79372624	0.00606
ACTG1	chr17_79450472_79451874	0.010805
ACTG1	chr17_79454672_79456042	0.014926
ACTG1	chr17_79473142_79477546	0.055071
ACTG1	chr17_79480979_79482725	0.036841
ACTG2	chr2_74123453_74124474	0.040173
ACTG2	chr2_74196674_74196874	0.003625
ACTG2	chr2_74197317_74199269	0.003625
ACTG2	chr2_74412517_74413812	0.001832
ACTL10	chr20_31995167_31995392	0.003593
ACTL10	chr20_32251150_32253000	0.041048
ACTL10	chr20_32312161_32312764	0.005889
ACTL6A	chr3_179294361_179294561	0.013076
ACTL8	chr1_17229588_17232767	0.000081
ACTL8	chr1_17895449_17897043	0.000674
ACTL8	chr1_17961966_17962587	0.001936
ACTN1	chr14_69414548_69414818	0.007484
ACTN1	chr14_69416924_69418469	0.008264
ACTN1	chr14_69480582_69481394	0.00791
ACTN1	chr14_69509484_69510064	0.006536
ACTN1-AS1	chr14_69414548_69414818	0.007484
ACTN1-AS1	chr14_69416924_69418469	0.008264
ACTN1-AS1	chr14_69480582_69481394	0.00791
ACTN1-AS1	chr14_69509484_69510064	0.006536
ACTN4	chr19_39141587_39144406	0.033975
ACTN4	chr19_39173439_39175461	0.011123
ACTN4	chr19_39183470_39184836	0.008909
ACTR10	chr14_58704693_58707538	0.007689
ACTR1A	chr10_104392156_104393828	0.003485
ACTR1A	chr10_104405252_104407712	0.004929
ACTR1B	chr2_98318244_98318444	0.008386
ACTR1B	chr2_98363794_98365963	0.002799
ACTR2	chr2_65459105_65460134	0.014881
ACTR2	chr2_65662478_65664370	0.0021
ACTR3	chr2_114643858_114644874	0.03477
ACTR3	chr2_114651872_114652323	0.024596
ACTR3B	chr7_151452963_151453163	0.000385
ACTR5	chr20_37393140_37394182	0.012728
ACTR6	chr12_100521624_100522593	0.00326
ACTR8	chr3_53303802_53305013	0.00104
ACTR8	chr3_53868470_53868704	0.003353
ACTRT3	chr3_169489563_169490160	0.033418
ACVR1	chr2_158687237_158689104	0.004794
ACVR1	chr2_158751274_158752350	0.007939
ACVR1	chr2_158998946_158999629	0.000771
ACVR1B	chr12_52364658_52367107	0.012201
ACVR1B	chr12_52370381_52371785	0.011173
ACVR1B	chr12_52418520_52420508	0.003388
ACVR2A	chr2_147740103_147740303	0.000931
ACVR2A	chr2_147783163_147784591	0.001206
ACVR2A	chr2_148387921_148389164	0.001973
ACVR2A	chr2_149303106_149304130	0.000498
ACVR2A	chr2_149822222_149822962	0.000212
ACVR2B	chr3_38039768_38041199	0.001482
ACVR2B-AS1	chr3_38039768_38041199	0.001482
ACY3	chr11_67415298_67417199	0.049593
ACYP1	chr14_74219190_74223687	0.000245
ACYP1	chr14_75406221_75407413	0.005703
ACYP1	chr14_75407745_75409983	0.005703
ACYP1	chr14_75428795_75431010	0.004773
ACYP1	chr14_75800221_75801768	0.000976
ACYP1	chr14_75807608_75808643	0.001019
ACYP2	chr2_54648937_54649663	0.001896
ACYP2	chr2_54656975_54658080	0.002528
ACYP2	chr2_54786676_54788452	0.001388
ACYP2	chr2_55338403_55340328	0.00053
ADA	chr20_42697090_42699526	0.000589
ADA	chr20_43270745_43273787	0.014666
ADA	chr20_43274191_43276243	0.031131
ADA	chr20_43292641_43293333	0.021461
ADA2	chr22_17587365_17588939	0.003384
ADA2	chr22_17651954_17653775	0.0056
ADA2	chr22_17709103_17710111	0.046209
ADA2	chr22_17722542_17723891	0.014988
ADA2	chr22_17724408_17724691	0.014988
ADAL	chr15_43530792_43531296	0.003343
ADAL	chr15_43531927_43532579	0.003343
ADAL	chr15_43541180_43542320	0.003326
ADAM10	chr15_58621957_58625597	0.002
ADAM10	chr15_58813215_58814339	0.002725
ADAM10	chr15_59030306_59030860	0.014089
ADAM10	chr15_59052798_59053037	0.01668
ADAM15	chr1_155015651_155018117	0.044029
ADAM15	chr1_155024924_155025818	0.040931
ADAM15	chr1_155056592_155059170	0.008729
ADAM17	chr2_10260175_10261669	0.001107
ADAM22	chr7_87146726_87146926	0.001394
ADAM22	chr7_87503331_87504036	0.002856
ADAM22	chr7_87555681_87556776	0.029935
ADAM30	chr1_119421411_119421611	0.00011
ADAM30	chr1_120107585_120108418	0.001264
ADAM30	chr1_120112381_120112861	0.000912
ADAM30	chr1_120325191_120326357	0.003529
ADAM30	chr1_120326734_120327437	0.003529
ADAM30	chr1_120400800_120402568	0.006591
ADAM30	chr1_120413604_120413898	0.010202
ADAM30	chr1_120416324_120417144	0.011332
ADAM30	chr1_120531087_120531563	0.00289
ADAM32	chr8_37677615_37680464	0.000257
ADAM32	chr8_38322251_38324234	0.000599
ADAM32	chr8_38792985_38796447	0.001084
ADAM32	chr8_38792985_38796447	0.001354
ADAM32	chr8_38970486_38970884	0.02821
ADAM33	chr20_3633869_3634069	0.007326
ADAM33	chr20_3656993_3658128	0.046269
ADAM33	chr20_3667051_3669065	0.046417
ADAM33	chr20_3690664_3691998	0.00881
ADAM33	chr20_3791802_3793210	0.00303
ADAM33	chr20_4062745_4064435	0.002058
ADAM8	chr10_135048368_135049065	0.005071
ADAM8	chr10_135070859_135073533	0.014044
ADAM8	chr10_135074367_135076562	0.016774
ADAM8	chr10_135091436_135093039	0.053296
ADAM8	chr10_135093307_135093734	0.053296
ADAM8	chr10_135106304_135108133	0.018527
ADAM9	chr8_38626711_38628860	0.001906
ADAM9	chr8_38704442_38704642	0.003952
ADAM9	chr8_38792985_38796447	0.003502
ADAM9	chr8_38792985_38796447	0.004579
ADAMTS10	chr19_8747386_8748016	0.009012
ADAMTS10	chr19_8749428_8750283	0.009012
ADAMTS14	chr10_72252771_72255016	0.001681
ADAMTS14	chr10_72325488_72325688	0.00449
ADAMTS14	chr10_72335073_72336855	0.004741
ADAMTS14	chr10_72475580_72476947	0.007446
ADAMTS17	chr15_100651180_100652245	0.001879
ADAMTS17	chr15_100741439_100742883	0.002426
ADAMTS17	chr15_100879015_100879854	0.025864
ADAMTS17	chr15_101655502_101656909	0.00024
ADAMTS4	chr1_161154976_161156949	0.021627
ADAMTS4	chr1_161162220_161163124	0.0403
ADAMTS4	chr1_161186168_161189284	0.011609
ADAMTS4	chr1_161269315_161269814	0.004718
ADAMTS4	chr1_161359155_161360712	0.00633
ADAMTS4	chr1_161368603_161370648	0.003481
ADAMTS5	chr21_28344467_28344890	0.023715
ADAMTS5	chr21_28647733_28647933	0.002275
ADAMTS6	chr5_64329945_64332577	0.002886
ADAMTS6	chr5_64398212_64400330	0.003184
ADAMTS6	chr5_64778809_64779916	0.030998
ADAMTS6	chr5_66461071_66463450	0.000115
ADAMTS7	chr15_79047916_79050269	0.006405
ADAMTS7	chr15_79050834_79054224	0.006248
ADAMTS7	chr15_79100923_79101337	0.052763
ADAMTS7	chr15_79151752_79153684	0.004166
ADAMTS9	chr3_64034324_64034524	0.000142
ADAMTS9	chr3_64068204_64069550	0.00059
ADAMTS9	chr3_64491076_64491276	0.001359
ADAMTS9	chr3_64650989_64651189	0.008391
ADAMTS9	chr3_64660116_64660886	0.010058
ADAMTS9	chr3_64663050_64663250	0.010058
ADAMTS9	chr3_64663563_64664371	0.010058
ADAMTS9	chr3_64671551_64672447	0.031567
ADAMTS9	chr3_64866653_64866853	0.001521
ADAMTS9-AS2	chr3_64034324_64034524	0.000142
ADAMTS9-AS2	chr3_64068204_64069550	0.00059
ADAMTS9-AS2	chr3_64491076_64491276	0.001359
ADAMTS9-AS2	chr3_64650989_64651189	0.008391
ADAMTS9-AS2	chr3_64660116_64660886	0.010058
ADAMTS9-AS2	chr3_64663050_64663250	0.010058
ADAMTS9-AS2	chr3_64663563_64664371	0.010058
ADAMTS9-AS2	chr3_64671551_64672447	0.031567
ADAMTS9-AS2	chr3_64866653_64866853	0.001521
ADAMTSL4	chr1_150532358_150536914	0.021148
ADAMTSL5	chr19_1503471_1503671	0.022977
ADAMTSL5	chr19_1507239_1508983	0.037449
ADAP1	chr7_948453_950340	0.01099
ADAP1	chr7_961988_963522	0.01471
ADAP1	chr7_968219_968589	0.012526
ADAP1	chr7_970828_971357	0.015987
ADAP1	chr7_996854_998257	0.054879
ADAP1	chr7_1274574_1274912	0.00104
ADARB1	chr21_46265230_46267041	0.001484
ADARB1	chr21_46498428_46499578	0.023982
ADAT1	chr16_75142632_75144389	0.000655
ADAT1	chr16_75550067_75551764	0.00386
ADAT1	chr16_75661746_75662524	0.028613
ADAT2	chr6_143023674_143024488	0.001169
ADAT2	chr6_144536191_144539257	0.000466
ADAT3	chr19_1854476_1858309	0.00492
ADAT3	chr19_1864594_1865126	0.006723
ADAT3	chr19_1873133_1877014	0.009553
ADAT3	chr19_1895271_1896030	0.020859
ADAT3	chr19_1896509_1898639	0.020859
ADAT3	chr19_1901271_1902470	0.049682
ADAT3	chr19_1942176_1942890	0.008659
ADCK1	chr14_77421788_77424417	0.000349
ADCK2	chr7_139553254_139554215	0.000059
ADCK2	chr7_140356220_140357198	0.010801
ADCK2	chr7_140374969_140375544	0.028323
ADCK5	chr8_145747271_145749455	0.00434
ADCY1	chr7_45016914_45017582	0.000244
ADCY1	chr7_45442503_45442716	0.002526
ADCY10	chr1_167570533_167571505	0.001206
ADCY10	chr1_167596866_167598352	0.001103
ADCY10	chr1_167682408_167686135	0.001407
ADCY10	chr1_167721576_167723013	0.001947
ADCY10	chr1_167878780_167879507	0.033691
ADCY10P1	chr6_41149995_41150910	0.004785
ADCY3	chr2_25130068_25130321	0.015858
ADCY4	chr14_24796617_24797398	0.043141
ADCY4	chr14_24798690_24799255	0.043141
ADCY4	chr14_24800990_24802456	0.043141
ADCY7	chr16_50293139_50294208	0.00974
ADCY7	chr16_50307591_50309920	0.015299
ADCY7	chr16_50314984_50316519	0.040321
ADCY7	chr16_50347353_50348048	0.009168
ADCY9	chr16_4102765_4104522	0.005919
ADCY9	chr16_4233043_4234827	0.007589
ADCY9	chr16_4321071_4322024	0.002566
ADD1	chr4_2772319_2773214	0.00644
ADD1	chr4_2787206_2789666	0.005082
ADD1	chr4_2795820_2797290	0.009144
ADD1	chr4_2802472_2803776	0.008083
ADD1	chr4_2838949_2840350	0.01938
ADD1	chr4_2933257_2934198	0.005682
ADD3	chr10_111693477_111695433	0.002629
ADD3	chr10_111836251_111837888	0.004617
ADD3	chr10_111900983_111901320	0.002114
ADD3	chr10_111901581_111902273	0.002114
ADD3-AS1	chr10_111693477_111695433	0.002629
ADD3-AS1	chr10_111836251_111837888	0.004617
ADD3-AS1	chr10_111900983_111901320	0.002114
ADD3-AS1	chr10_111901581_111902273	0.002114
ADGB	chr6_146914965_146915999	0.022195
ADGB	chr6_146917132_146917523	0.022195
ADGB	chr6_147091472_147092735	0.001121
ADGB	chr6_147234467_147237286	0.000571
ADGB	chr6_147523088_147524516	0.000218
ADGRA2	chr8_37646764_37646964	0.03168
ADGRA2	chr8_37649699_37650013	0.03168
ADGRA2	chr8_37655541_37656680	0.024136
ADGRA2	chr8_37658581_37662561	0.024136
ADGRA2	chr8_37658581_37662561	0.01557
ADGRA2	chr8_37677615_37680464	0.011327
ADGRA3	chr4_22479140_22479431	0.004886
ADGRA3	chr4_22484121_22484988	0.006849
ADGRA3	chr4_22485023_22486536	0.007222
ADGRA3	chr4_22609099_22609505	0.003961
ADGRA3	chr4_23946942_23948145	0.000315
ADGRA3	chr4_24450581_24450781	0.000084
ADGRA3	chr4_24471284_24473528	0
ADGRD1	chr12_131449738_131450598	0.011703
ADGRD1	chr12_131463428_131466196	0.006876
ADGRD1	chr12_132077204_132077741	0.000657
ADGRD1	chr12_132088077_132089283	0.001395
ADGRD1	chr12_132336817_132337743	0.000933
ADGRD1	chr12_132344852_132346168	0.000806
ADGRD1	chr12_132357114_132357836	0.000563
ADGRD1	chr12_132469838_132470316	0.000555
ADGRD1	chr12_132903669_132904836	0.000068
ADGRE1	chr19_6800426_6803341	0.002668
ADGRE1	chr19_6891980_6892314	0.036545
ADGRE3	chr19_14782803_14783419	0.042484
ADGRE3	chr19_14794232_14794645	0.058052
ADGRE4P	chr19_6800426_6803341	0.00161
ADGRE4P	chr19_6969956_6970760	0.013206
ADGRE4P	chr19_7098445_7099973	0.002439
ADGRE5	chr19_14485607_14487366	0.042009
ADGRE5	chr19_14494412_14495829	0.04935
ADGRF2	chr6_47133670_47133887	0.000516
ADGRF2	chr6_47209584_47210937	0.000451
ADGRF2	chr6_49304341_49304908	0.000598
ADGRF3	chr2_26550386_26550662	0.011147
ADGRF3	chr2_26552974_26553447	0.011147
ADGRF4	chr6_47133670_47133887	0.000605
