gene	enhancer	hic_contact
ACTN4	chr19_39148265_39150786	0.017619
ACTN4	chr19_39152723_39152958	0.013112
ACTN4	chr19_39156226_39158804	0.012368
ACTN4	chr19_39173439_39175461	0.008873
ACTR10	chr14_58299757_58301358	0.000511
ACTR10	chr14_58704693_58707538	0.007689
ACTR1A	chr10_104401597_104403189	0.003167
ACTR1A	chr10_104405252_104407712	0.004929
ACTR1B	chr2_99485057_99486744	0.000322
ACTR2	chr2_64870980_64872738	0.000749
ACTR2	chr2_64976665_64979457	0.000446
ACTR2	chr2_65291846_65293283	0.00237
ACTR2	chr2_65662478_65664370	0.0021
ACTR3	chr2_114029753_114030936	0.000445
ACTR3	chr2_114575417_114576721	0.004683
ACTR3B	chr7_151125160_151127821	0.000268
ACTR3B	chr7_151572267_151573115	0.000475
ACTR3C	chr7_150032093_150033272	0.019032
ACTR3C	chr7_150105767_150106232	0.005004
ACTR3C	chr7_150107902_150108494	0.005004
ACTR5	chr20_37228045_37228560	0.002747
ACTR8	chr3_53188146_53190674	0.000382
ACTR8	chr3_53933913_53934113	0.007554
ACVR1	chr2_157190264_157193472	0.000178
ACVR1	chr2_158645675_158647724	0.004467
ACVR1	chr2_158682134_158682765	0.004725
ACVR1	chr2_158687237_158689104	0.004794
ACVR1	chr2_158690328_158690528	0.004942
ACVR1B	chr12_52370381_52371785	0.011173
ACVR1B	chr12_52426071_52427570	0.002889
ACVR1B	chr12_52540616_52543135	0.001088
ACVR1C	chr2_157190264_157193472	0.000042
ACVR1C	chr2_157255639_157258218	0.000314
ACVR1C	chr2_158645675_158647724	0.001569
ACVR1C	chr2_158682134_158682765	0.001281
ACVR1C	chr2_158687237_158689104	0.001018
ACVR2B	chr3_38500462_38501485	0.045232
ACVR2B	chr3_39191755_39194074	0.00049
ACVR2B-AS1	chr3_38500462_38501485	0.045232
ACVR2B-AS1	chr3_39191755_39194074	0.00049
ACVRL1	chr12_52298674_52300225	0.029453
ACVRL1	chr12_52303743_52304778	0.042859
ACVRL1	chr12_52540616_52543135	0.000747
ACYP1	chr14_75419571_75421229	0.007003
ACYP1	chr14_75743490_75744525	0.001582
ADA	chr20_43229349_43230925	0.003312
ADA	chr20_43237748_43240270	0.004891
ADA	chr20_43270745_43273787	0.014666
ADAM10	chr15_59047910_59048475	0.03334
ADAM15	chr1_154972241_154974117	0.007656
ADAM15	chr1_154988450_154990673	0.010443
ADAM15	chr1_155015651_155018117	0.044029
ADAM15	chr1_155056592_155059170	0.008729
ADAM15	chr1_155101387_155103164	0.003709
ADAM17	chr2_8816262_8820793	0.000149
ADAM17	chr2_9714166_9714986	0.012496
ADAM17	chr2_10425337_10427080	0.000334
ADAM19	chr5_156943119_156944295	0.004913
ADAM19	chr5_157339535_157340922	0.000513
ADAM22	chr7_87626567_87626767	0.003139
ADAM32	chr8_38705893_38706787	0.001375
ADAM32	chr8_38792985_38796447	0.001084
ADAM32	chr8_38814254_38815629	0.001435
ADAM33	chr20_3202342_3204359	0.001208
ADAM33	chr20_3596846_3597046	0.004803
ADAM33	chr20_3635209_3635697	0.008476
ADAM33	chr20_3656993_3658128	0.046269
ADAM33	chr20_3667051_3669065	0.046417
ADAM33	chr20_3786377_3788064	0.002816
ADAM33	chr20_3791802_3793210	0.00303
ADAM9	chr8_38705893_38706787	0.003706
ADAM9	chr8_38792985_38796447	0.003502
ADAM9	chr8_38814254_38815629	0.005474
ADAMTS1	chr21_28214680_28216668	0.028751
ADAMTS1	chr21_28334110_28338345	0.002129
ADAMTS10	chr19_8673877_8674590	0.053722
ADAMTS12	chr5_32852094_32852832	0.000299
ADAMTS12	chr5_33602140_33602340	0.002518
ADAMTS15	chr11_130047792_130052178	0.000957
ADAMTS15	chr11_130304149_130306370	0.007225
ADAMTS15	chr11_130319647_130321721	0.032621
ADAMTS15	chr11_130325383_130326025	0.014849
ADAMTS15	chr11_130347545_130349219	0.007124
ADAMTS15	chr11_130391772_130393866	0.004225
ADAMTS15	chr11_130398292_130398492	0.004284
ADAMTS15	chr11_130401039_130401750	0.004346
ADAMTS15	chr11_130522629_130524816	0.002826
ADAMTS15	chr11_130539642_130540318	0.003275
ADAMTS15	chr11_130673916_130674881	0.003687
ADAMTS17	chr15_100523196_100524519	0.002229
ADAMTS17	chr15_100653737_100655525	0.001879
ADAMTS17	chr15_100785162_100785751	0.00282
ADAMTS4	chr1_161359155_161360712	0.00633
ADAMTS4	chr1_161368603_161370648	0.003481
ADAMTS5	chr21_28308617_28309240	0.005562
ADAMTS5	chr21_28311849_28312367	0.006056
ADAMTS5	chr21_28318062_28319553	0.008202
ADAMTS5	chr21_28334110_28338345	0.036596
ADAMTS6	chr5_64329945_64332577	0.002886
ADAMTS6	chr5_64398212_64400330	0.003184
ADAMTS6	chr5_64776034_64776747	0.030998
ADAMTS7	chr15_79096562_79097451	0.052763
ADAMTS9	chr3_64671551_64672447	0.031567
ADAMTS9-AS2	chr3_64671551_64672447	0.031567
ADAMTSL1	chr9_18393233_18394423	0.003131
ADAMTSL1	chr9_18437168_18439036	0.004578
ADAMTSL1	chr9_18721290_18721490	0.001258
ADAMTSL1	chr9_18747469_18747944	0.00192
ADAMTSL2	chr9_136127157_136128417	0.001962
ADAMTSL2	chr9_136391311_136393442	0.052425
ADAMTSL3	chr15_84327280_84328519	0.046265
ADAMTSL4	chr1_150532358_150536914	0.021148
ADAMTSL4	chr1_150532358_150536914	0.010949
ADAMTSL4	chr1_150539504_150546025	0.008323
ADAMTSL4-AS1	chr1_150532358_150536914	0.011223
ADAMTSL4-AS1	chr1_150532358_150536914	0.019714
ADAMTSL4-AS1	chr1_150539504_150546025	0.042195
ADAMTSL4-AS1	chr1_150583658_150586806	0.011859
ADAP2	chr17_28926454_28928582	0.000918
ADAR	chr1_154972241_154974117	0.001718
ADARB1	chr21_46294625_46295661	0.002187
ADARB1	chr21_46742540_46743619	0.000512
ADARB1	chr21_46839746_46841249	0.001009
ADAT1	chr16_75550067_75551764	0.00386
ADAT2	chr6_143267329_143269370	0.001476
ADAT2	chr6_143778144_143779549	0.029061
ADAT2	chr6_144536191_144539257	0.000466
ADAT3	chr19_1913968_1914599	0.051841
ADAT3	chr19_2031819_2033084	0.004209
ADAT3	chr19_2049361_2050237	0.002971
ADAT3	chr19_2059227_2063058	0.00409
ADCK1	chr14_77383572_77387281	0.00048
ADCK1	chr14_78261796_78262743	0.027262
ADCK2	chr7_140015227_140016922	0.000641
ADCK2	chr7_140356220_140357198	0.010801
ADCK2	chr7_140374053_140374581	0.02868
ADCK5	chr8_145223533_145223993	0.001813
ADCK5	chr8_145588976_145589532	0.02264
ADCK5	chr8_145647752_145649350	0.008603
ADCK5	chr8_145655683_145657101	0.007562
ADCY3	chr2_25149167_25150454	0.031114
ADCY4	chr14_24800990_24802456	0.043141
ADCY9	chr16_4102765_4104522	0.005919
ADCY9	chr16_4160161_4161049	0.044946
ADCY9	chr16_4162241_4163126	0.044946
ADCY9	chr16_4165093_4165293	0.044974
ADCY9	chr16_4186246_4186800	0.013162
ADCY9	chr16_4233043_4234827	0.007589
ADD1	chr4_2795820_2797290	0.009144
ADD1	chr4_2802472_2803776	0.008083
ADD1	chr4_2852684_2853768	0.051058
ADD1	chr4_2854125_2854810	0.051058
ADD1	chr4_2862176_2863052	0.017206
ADD1	chr4_2932134_2933015	0.005682
ADD3	chr10_112581298_112583502	0.000305
ADD3-AS1	chr10_112581298_112583502	0.000305
ADGRA2	chr8_37467510_37469395	0.000813
ADGRA2	chr8_37655541_37656680	0.024136
ADGRA2	chr8_37727432_37728362	0.003931
ADGRA2	chr8_37738031_37739829	0.003535
ADGRA2	chr8_37772866_37774065	0.003616
ADGRA2	chr8_38792985_38796447	0.000236
ADGRA3	chr4_22430895_22431095	0.00277
ADGRA3	chr4_22501672_22504004	0.009975
ADGRA3	chr4_22741702_22741902	0.0011
ADGRA3	chr4_23374905_23376213	0.000265
ADGRB3	chr6_69349372_69350757	0.02707
ADGRD1	chr12_131430250_131431208	0.032037
ADGRD1	chr12_131512600_131513675	0.002319
ADGRD1	chr12_131598013_131598213	0.001983
ADGRD1	chr12_131702595_131703244	0.00093
ADGRD1	chr12_131706208_131707446	0.00112
ADGRD1	chr12_132380193_132381771	0.000456
ADGRD1	chr12_132865191_132866295	0.000402
ADGRF1	chr6_46908460_46908660	0.002168
ADGRF1	chr6_46950403_46951922	0.003739
ADGRF1	chr6_46996415_46997044	0.008145
ADGRF1	chr6_47002173_47003241	0.012826
ADGRF1	chr6_47011916_47012874	0.037734
ADGRF1	chr6_47014643_47016226	0.037734
ADGRF3	chr2_26496351_26497728	0.003787
ADGRF3	chr2_26521085_26523770	0.004474
ADGRF3	chr2_26577926_26579352	0.016519
ADGRF3	chr2_26678642_26680731	0.003625
ADGRF5	chr6_46908460_46908660	0.010515
ADGRF5	chr6_46915074_46917451	0.037915
ADGRF5	chr6_46919086_46919286	0.037915
ADGRF5	chr6_46950403_46951922	0.005965
ADGRF5	chr6_46996415_46997044	0.002332
ADGRG1	chr16_57638434_57639056	0.011968
ADGRG1	chr16_57655408_57657853	0.04454
ADGRG1	chr16_57669027_57670023	0.026122
ADGRG1	chr16_57674508_57675375	0.021592
ADGRG1	chr16_57841144_57842709	0.002182
ADGRG3	chr16_57638434_57639056	0.005639
ADGRG3	chr16_57655408_57657853	0.005621
ADGRG3	chr16_57841144_57842709	0.001978
ADGRG3	chr16_57849700_57850876	0.002079
ADGRG3	chr16_57858467_57859492	0.00152
ADGRG3	chr16_58082608_58083614	0.001462
ADGRL4	chr1_78297338_78299692	0.000031
ADGRL4	chr1_78300363_78301153	0.000233
ADGRL4	chr1_78579553_78580553	0.000261
ADGRV1	chr5_89843574_89844288	0.012863
ADGRV1	chr5_89893772_89894377	0.005592
ADGRV1	chr5_90575178_90577678	0.000387
ADH5	chr4_99996079_99996279	0.016302
ADH5	chr4_99998047_99998644	0.016302
ADH5	chr4_100000415_100001538	0.028483
ADHFE1	chr8_67024773_67028113	0.002636
ADHFE1	chr8_67350601_67352197	0.00948
ADI1	chr2_3306249_3307653	0.000917
ADI1	chr2_3463110_3465252	0.002921
ADI1	chr2_3492707_3492907	0.006092
ADI1	chr2_3496619_3498100	0.007412
ADI1	chr2_3528369_3529286	0.03447
ADI1	chr2_3583093_3584957	0.011107
ADIG	chr20_37207919_37208500	0.043429
ADIG	chr20_37228045_37228560	0.010747
ADIPOR2	chr12_1714239_1715810	0.002551
ADIPOR2	chr12_1770576_1771547	0.011344
ADIPOR2	chr12_1771869_1773260	0.011344
ADIRF	chr10_88470274_88472456	0.00244
ADIRF	chr10_88492571_88494624	0.001724
ADIRF	chr10_88725456_88727220	0.030491
ADIRF	chr10_88733978_88734785	0.028963
ADK	chr10_75949309_75950680	0.012818
ADM	chr11_9589809_9591659	0.001871
ADM	chr11_9634421_9636952	0.001543
ADM	chr11_10323188_10325558	0.037227
ADM2	chr22_50730285_50733162	0.003133
ADM2	chr22_50922322_50923354	0.056248
