gene	enhancer	hic_contact
AASS	chr7_120723070_120725553	0.000249
AASS	chr7_121170013_121172072	0.000495
AASS	chr7_121775931_121778259	0.029983
AATF	chr17_36619760_36622500	0.000033
AATK-AS1	chr17_79038339_79040072	0.004086
AATK-AS1	chr17_79067547_79069832	0.002638
AATK-AS1	chr17_79126919_79127537	0.023365
ABALON	chr20_30257782_30259281	0.011666
ABALON	chr20_30261768_30264442	0.013495
ABALON	chr20_30283704_30284476	0.015004
ABALON	chr20_30286485_30287597	0.017166
ABALON	chr20_30299612_30301890	0.042509
ABALON	chr20_30307125_30308235	0.042509
ABCA1	chr9_107635072_107636228	0.003115
ABCA1	chr9_107688452_107689285	0.023979
ABCA1	chr9_107730254_107731798	0.008409
ABCA1	chr9_107752814_107756486	0.00488
ABCA1	chr9_107825943_107828040	0.003274
ABCA1	chr9_107830197_107830799	0.003638
ABCA1	chr9_108058732_108059439	0.001048
ABCA1	chr9_108061511_108062396	0.001722
ABCA11P	chr4_470267_471015	0.041159
ABCA11P	chr4_680733_681836	0.002047
ABCA11P	chr4_1317149_1318702	0.000355
ABCA12	chr2_214103534_214104435	0.000736
ABCA13	chr7_47491308_47494615	0.000467
ABCA13	chr7_47521208_47522722	0.000212
ABCA13	chr7_47609913_47612028	0.000247
ABCA13	chr7_47691024_47691842	0.000413
ABCA13	chr7_47797285_47798959	0.000327
ABCA13	chr7_47823188_47824191	0.000951
ABCA13	chr7_47825719_47827101	0.000539
ABCA13	chr7_47979686_47982082	0.002202
ABCA13	chr7_48222297_48223606	0.011313
ABCA17P	chr16_2415018_2416192	0.012412
ABCA17P	chr16_4102765_4104522	0.000098
ABCA2	chr9_139977739_139980027	0.006199
ABCA3	chr16_2415018_2416192	0.012412
ABCA3	chr16_4102765_4104522	0.000098
ABCA6	chr17_66700859_66702193	0.001082
ABCA6	chr17_66755304_66756564	0.00138
ABCA6	chr17_67604698_67606249	0.000108
ABCA6	chr17_67633625_67634243	0.000237
ABCA7	chr19_1022701_1023062	0.015038
ABCA7	chr19_1027675_1028940	0.017719
ABCA7	chr19_1041762_1043462	0.064278
ABCA7	chr19_1101337_1102984	0.008509
ABCA8	chr17_66700859_66702193	0.001174
ABCA8	chr17_66755304_66756564	0.002091
ABCA8	chr17_66906342_66906800	0.00549
ABCA8	chr17_67604698_67606249	0.000288
ABCA9	chr17_66700859_66702193	0.001043
ABCA9	chr17_66755304_66756564	0.001845
ABCA9	chr17_67604698_67606249	0.000213
ABCB10	chr1_229545103_229547526	0.001189
ABCB10	chr1_229732739_229733397	0.004628
ABCB10	chr1_230219708_230221142	0.000854
ABCB10	chr1_230984838_230986225	0.000214
ABCB6	chr2_220113651_220115128	0.008863
ABCB7	chrX_73136241_73137790	0.00032
ABCB7	chrX_73754422_73757299	0.000647
ABCB7	chrX_73876010_73876526	0.000561
ABCB7	chrX_74371745_74372343	0.026621
ABCB7	chrX_74401502_74402137	0.004931
ABCB8	chr7_150736008_150737352	0.020835
ABCB8	chr7_150764904_150765600	0.008245
ABCB9	chr12_123355259_123358555	0.006144
ABCC1	chr16_15905485_15906294	0.002547
ABCC1	chr16_15973138_15973984	0.007703
ABCC1	chr16_16039883_16040755	0.051083
ABCC1	chr16_16059736_16061333	0.012471
ABCC1	chr16_16069835_16071201	0.009706
ABCC1	chr16_16090276_16091528	0.007946
ABCC1	chr16_16091995_16092806	0.007946
ABCC1	chr16_16115448_16116869	0.006722
ABCC3	chr17_48254768_48256493	0.000589
ABCC3	chr17_48286750_48288629	0.000561
ABCC3	chr17_48715841_48717059	0.04004
ABCC3	chr17_49025264_49028553	0.001199
ABCC4	chr13_95908040_95908722	0.006356
ABCC4	chr13_95919462_95920790	0.008255
ABCC4	chr13_95922788_95924316	0.008255
ABCC5	chr3_183698136_183699168	0.006171
ABCC5	chr3_183720996_183721966	0.011376
ABCC5	chr3_184376091_184377913	0.000479
ABCC5-AS1	chr3_183698136_183699168	0.009253
ABCC5-AS1	chr3_183699851_183700358	0.011815
ABCC5-AS1	chr3_183706022_183706601	0.014973
ABCC5-AS1	chr3_183720996_183721966	0.037635
ABCC5-AS1	chr3_184182990_184183990	0.000973
ABCC5-AS1	chr3_184376091_184377913	0.000363
ABCD1	chrX_152991336_152993839	0.056974
ABCD2	chr12_41915234_41916590	0.0001
ABCD3	chr1_94454233_94454959	0.001634
ABCD3	chr1_94505142_94506047	0.00218
ABCD3	chr1_94790791_94793370	0.0021
ABCD4	chr14_75038033_75041059	0.001268
ABCE1	chr4_146653200_146658193	0.000489
ABCF1	chr6_30558338_30559345	0.01404
ABCF1	chr6_30582272_30584003	0.007864
ABCF1	chr6_30719087_30720813	0.001461
ABCF2	chr7_150736008_150737352	0.002009
ABCF2	chr7_150944099_150944299	0.008603
ABCF2	chr7_150948298_150950441	0.008311
ABCF2	chr7_151156143_151158419	0.001032
ABCF3	chr3_183886091_183887169	0.011493
ABCF3	chr3_183893810_183895488	0.02023
ABCF3	chr3_183893810_183895488	0.052149
ABCG2	chr4_87959530_87960843	0.000319
ABCG2	chr4_88938744_88940406	0.002233
ABCG2	chr4_88948876_88949938	0.002678
ABCG2	chr4_89262018_89263271	0.001066
ABCG2	chr4_89532929_89533974	0.000364
ABHD1	chr2_28021398_28023164	0.000343
ABHD10	chr3_111453980_111454664	0.001934
ABHD10	chr3_111456001_111457545	0.002711
ABHD10	chr3_111520548_111522678	0.001645
ABHD10	chr3_111583558_111584725	0.003944
ABHD10	chr3_111623261_111624065	0.003599
ABHD10	chr3_111654703_111656429	0.003294
ABHD10	chr3_111792910_111794487	0.003009
ABHD10	chr3_112109604_112110842	0.000489
ABHD10	chr3_112365335_112366518	0.000472
ABHD10	chr3_112371808_112373966	0.00012
ABHD11	chr7_73156556_73158115	0.032938
ABHD11	chr7_73264885_73266373	0.006297
ABHD11	chr7_73294115_73295335	0.002501
ABHD11	chr7_73307658_73308445	0.001734
ABHD11	chr7_73308900_73309888	0.001734
ABHD11	chr7_73314038_73314959	0.001764
ABHD11-AS1	chr7_73129727_73131334	0.011806
ABHD11-AS1	chr7_73264885_73266373	0.005097
ABHD11-AS1	chr7_73294115_73295335	0.001794
ABHD11-AS1	chr7_73307658_73308445	0.001719
ABHD11-AS1	chr7_73308900_73309888	0.001719
ABHD11-AS1	chr7_73314038_73314959	0.001805
ABHD12	chr20_25218156_25219342	0.00188
ABHD12	chr20_25289484_25292605	0.008938
ABHD12	chr20_25377621_25380356	0.048053
ABHD13	chr13_109895725_109896499	0.000333
ABHD13	chr13_109909065_109910018	0.00012
ABHD14A	chr3_51997922_51998755	0.018798
ABHD14A	chr3_52079306_52082819	0.004074
ABHD14A	chr3_52124122_52126187	0.002655
ABHD14A-ACY1	chr3_51997922_51998755	0.018798
ABHD14A-ACY1	chr3_52079306_52082819	0.004074
ABHD14A-ACY1	chr3_52124122_52126187	0.002655
ABHD14B	chr3_51997922_51998755	0.018798
ABHD14B	chr3_52079306_52082819	0.004074
ABHD14B	chr3_52124122_52126187	0.002655
ABHD15	chr17_27375367_27376356	0.000587
ABHD15	chr17_27904702_27905572	0.013963
ABHD15	chr17_27917676_27919146	0.008563
ABHD15	chr17_27965533_27967033	0.003047
ABHD15	chr17_27971966_27973149	0.001602
ABHD16A	chr6_31702029_31703306	0.011573
ABHD17A	chr19_1854476_1858309	0.007813
ABHD17A	chr19_1873133_1877014	0.020366
ABHD17B	chr9_73033038_73037630	0.000399
ABHD17B	chr9_73093115_73096295	0.000407
ABHD17B	chr9_73215304_73219585	0.000423
ABHD17B	chr9_74599398_74600801	0.003828
ABHD17C	chr15_79461291_79462840	0.000454
ABHD17C	chr15_80747418_80748587	0.003516
ABHD17C	chr15_80753777_80754506	0.001624
ABHD17C	chr15_80765571_80767601	0.002436
ABHD17C	chr15_80772650_80773952	0.001963
ABHD17C	chr15_80806250_80806987	0.0015
ABHD17C	chr15_81019203_81020288	0.006032
ABHD17C	chr15_81069434_81070212	0.003338
ABHD18	chr4_129162107_129163287	0.000613
ABHD18	chr4_129274831_129276864	0.000367
ABHD18	chr4_129292091_129292995	0.000423
ABHD18	chr4_129305197_129305663	0.000342
ABHD18	chr4_129305985_129309015	0.000342
ABHD18	chr4_129375366_129376486	0.000449
ABHD18	chr4_129437670_129440304	0.000618
ABHD18	chr4_129449660_129450633	0.000475
ABHD2	chr15_89594976_89596073	0.006878
ABHD2	chr15_89610444_89612148	0.013156
ABHD2	chr15_89633812_89634933	0.031936
ABHD2	chr15_89644408_89645583	0.021573
ABHD2	chr15_89644408_89645583	0.014532
ABHD2	chr15_89646770_89647799	0.014532
ABHD2	chr15_89648191_89649110	0.014532
ABHD2	chr15_89686754_89687458	0.007441
ABHD4	chr14_23071293_23072167	0.042947
ABHD4	chr14_23076298_23076523	0.021028
ABHD4	chr14_23082240_23084140	0.017209
ABHD5	chr3_43774741_43775558	0.004552
ABHD5	chr3_43795275_43796105	0.003785
ABHD5	chr3_43800452_43801223	0.00412
ABHD5	chr3_44723604_44724681	0.000357
ABHD6	chr3_58033532_58035640	0.000835
ABHD6	chr3_58043837_58045946	0.000899
ABHD6	chr3_58245940_58246878	0.008965
ABHD6	chr3_58320255_58322202	0.002311
ABHD6	chr3_58668654_58669547	0.000266
ABI1	chr10_27069668_27071012	0.004575
ABI2	chr2_204549744_204550847	0.00066
ABI2	chr2_204596862_204598144	0.000663
ABI2	chr2_204646651_204648970	0.0009
ABI2	chr2_204667042_204667903	0.001088
ABI2	chr2_205529175_205530770	0.000012
ABI3	chr17_46100347_46104278	0.000268
ABI3	chr17_46559532_46562451	0.000165
ABI3	chr17_47268954_47271892	0.01091
ABI3	chr17_48286750_48288629	0.000261
ABI3BP	chr3_100673415_100674211	0.004878
ABI3BP	chr3_100676336_100676536	0.005647
ABI3BP	chr3_100690415_100690947	0.008994
ABI3BP	chr3_100754802_100756009	0.004778
ABI3BP	chr3_100784602_100785262	0.003116
ABL1	chr9_133655683_133657149	0.007049
ABL1	chr9_133699096_133701029	0.016527
ABL1	chr9_133721101_133723623	0.023674
ABL1	chr9_133732967_133734429	0.012793
ABL1	chr9_133735402_133736666	0.008564
ABL2	chr1_179027553_179028608	0.001693
ABL2	chr1_179076968_179077741	0.003732
ABL2	chr1_179144197_179145226	0.004649
ABL2	chr1_179146429_179146629	0.004178
ABLIM1	chr10_116264603_116265599	0.007874
ABLIM1	chr10_116278075_116280587	0.034268
ABLIM1	chr10_116300658_116302175	0.010941
ABLIM1	chr10_116311737_116312236	0.005056
ABLIM1	chr10_116398531_116399421	0.002636
ABLIM1	chr10_116456581_116457294	0.003562
ABLIM1	chr10_116585246_116586190	0.001871
ABLIM2	chr4_7807239_7809522	0.001921
ABLIM2	chr4_7812611_7814300	0.001058
ABLIM2	chr4_7893927_7894893	0.001059
ABLIM2	chr4_7911398_7913571	0.001432
ABLIM2	chr4_8143638_8147868	0.011591
ABLIM2	chr4_8158335_8158694	0.027979
ABLIM2	chr4_8166620_8167592	0.030706
ABLIM2	chr4_8257705_8258267	0.002928
ABLIM2	chr4_8355616_8356168	0.002186
ABLIM2	chr4_8393439_8394702	0.002537
ABLIM2	chr4_8395178_8396957	0.002912
ABLIM2	chr4_8517068_8518202	0.000686
ABLIM3	chr5_148344998_148346200	0.001545
ABLIM3	chr5_148356415_148356822	0.001391
ABLIM3	chr5_148513454_148515850	0.012302
ABLIM3	chr5_148513454_148515850	0.032818
ABLIM3	chr5_148522913_148523659	0.032818
ABLIM3	chr5_148532630_148534512	0.013995
ABLIM3	chr5_148583515_148583996	0.005709
ABLIM3	chr5_148585262_148586078	0.005233
ABLIM3	chr5_148591038_148592087	0.007517
ABLIM3	chr5_148607978_148609806	0.009132
ABLIM3	chr5_148864972_148867080	0.000746
ABRA	chr8_107775077_107775894	0.028489
ABRA	chr8_107777419_107777936	0.028489
ABRA	chr8_107784657_107785698	0.029785
ABRA	chr8_107868663_107870863	0.003686
ABRA	chr8_107936691_107938209	0.001195
ABRACL	chr6_139540167_139541463	0.00099
ABRACL	chr6_139689803_139692160	0.000858
ABRACL	chr6_139860764_139861858	0.000406
ABRACL	chr6_139889634_139891896	0.000378
ABRACL	chr6_140084884_140086349	0.000698
ABRACL	chr6_140382743_140384289	0.000176
ABRACL	chr6_140858281_140860389	0.000209
ABTB1	chr3_126500111_126502136	0.000444
ABTB1	chr3_127408708_127410057	0.012224
ABTB1	chr3_127415006_127417603	0.00699
ABTB1	chr3_127453552_127456300	0.003736
ABTB1	chr3_127465376_127468040	0.003613
ABTB1	chr3_127469160_127470989	0.003613
ABTB1	chr3_127487045_127487867	0.002798
ABTB1	chr3_127494266_127494933	0.002949
ABTB2	chr11_34190007_34191866	0.008555
ABTB2	chr11_34323614_34324676	0.005192
ABTB2	chr11_34366146_34368451	0.014464
ABTB2	chr11_34370433_34370884	0.031827
ABTB2	chr11_34371252_34372041	0.031827
ABTB2	chr11_34392510_34393802	0.006912
ACAA1	chr3_37976405_37978870	0.000578
ACAA1	chr3_38209769_38210794	0.006564
ACAA1	chr3_38583317_38585471	0.000909
ACAA2	chr18_46073793_46075058	0.00045
ACAA2	chr18_46522582_46525381	0.000457
ACACA	chr17_35835920_35837505	0.00516
ACACA	chr17_35848105_35848774	0.004788
ACACA	chr17_35850999_35851680	0.005534
ACACA	chr17_35853333_35854144	0.005534
ACACA	chr17_36619760_36622500	0.000306
ACAD11	chr3_133250854_133252469	0.001066
ACAD11	chr3_133286940_133287865	0.001114
ACAD11	chr3_134044601_134047913	0.000159
ACAD8	chr11_133941072_133942289	0.001401
ACAD8	chr11_133989800_133991466	0.002075
ACAD8	chr11_134131581_134132510	0.015626
ACAD8	chr11_134136365_134137364	0.011755
ACAD8	chr11_134818937_134820087	0.000868
ACAD9	chr3_128398243_128400997	0.003363
ACAD9	chr3_128593382_128594913	0.040103
ACAD9	chr3_128600493_128600786	0.033343
ACADL	chr2_211151935_211152344	0.003044
ACADL	chr2_211183148_211183872	0.0019
ACADM	chr1_76230989_76232008	0.005125
ACADM	chr1_77835682_77837565	0.000148
ACADM	chr1_77976787_77977787	0.00016
ACADM	chr1_77979522_77981482	0.000138
ACADM	chr1_78004448_78006786	0.000239
ACADS	chr12_120674937_120676154	0.000259
ACADS	chr12_120699688_120702406	0.000287
ACADS	chr12_122236863_122239761	0.000045
ACADSB	chr10_123886085_123888219	0.0002
ACADSB	chr10_124227914_124229390	0.000691
ACADSB	chr10_125753904_125756122	0.000623
ACADVL	chr17_7117014_7119379	0.04133
ACAN	chr15_89334930_89335244	0.014758
ACAN	chr15_89335909_89336353	0.014758
ACAN	chr15_89337334_89337556	0.014758
ACAN	chr15_89443585_89444561	0.002638
ACAN	chr15_89594976_89596073	0.000882
ACAN	chr15_91095395_91097321	0
ACAP2	chr3_194929925_194931897	0.000864
ACAP2	chr3_195143610_195144074	0.012629
ACAP2	chr3_195182264_195183986	0.011775
ACAP3	chr1_1200170_1201005	0.007451
ACAT2	chr6_160176058_160176635	0.041302
ACAT2	chr6_160181515_160181992	0.041302
ACAT2	chr6_160321084_160321992	0.001197
ACAT2	chr6_160450570_160452037	0.001525
ACBD3	chr1_226296732_226300348	0.003426
ACBD3	chr1_226316177_226316992	0.00743
ACBD3	chr1_226369514_226370496	0.03753
ACBD3	chr1_226369514_226370496	0.033943
ACBD3	chr1_226372820_226373428	0.03753
ACBD4	chr17_43170065_43171422	0.006656
ACBD4	chr17_43204596_43206039	0.019102
ACBD4	chr17_43242378_43243025	0.009643
ACBD4	chr17_43305438_43307502	0.003781
ACBD6	chr1_181064988_181066826	0.001858
ACBD6	chr1_181080683_181082966	0.001293
ACBD6	chr1_181103336_181105865	0.00166
ACBD6	chr1_181121705_181122955	0.001684
ACBD7	chr10_14301763_14302763	0.000466
ACBD7	chr10_14438474_14439637	0.000642
ACBD7	chr10_14447055_14447998	0.000471
ACBD7	chr10_15110900_15111100	0.009656
ACBD7	chr10_15126165_15127310	0.028955
ACBD7-DCLRE1CP1	chr10_14301763_14302763	0.000466
ACBD7-DCLRE1CP1	chr10_14438474_14439637	0.000642
ACBD7-DCLRE1CP1	chr10_14447055_14447998	0.000471
ACBD7-DCLRE1CP1	chr10_15110900_15111100	0.009656
ACBD7-DCLRE1CP1	chr10_15126165_15127310	0.028955
ACCS	chr11_43958724_43959999	0.002392
ACCS	chr11_44008627_44011765	0.002081
ACCS	chr11_44250378_44251542	0.001143
ACCS	chr11_44883100_44885269	0.000524
ACCSL	chr11_43944304_43946635	0.003233
ACCSL	chr11_43958724_43959999	0.002948
ACCSL	chr11_44008627_44011765	0.00559
ACCSL	chr11_44250378_44251542	0.000959
ACCSL	chr11_44585300_44585793	0.000911
ACCSL	chr11_44883100_44885269	0.000326
ACD	chr16_67554729_67555927	0.008026
ACD	chr16_67915442_67916706	0.001772
ACER2	chr9_18489912_18491486	0.000768
ACER2	chr9_18795647_18796601	0.000485
ACER2	chr9_19183688_19184915	0.002208
ACER2	chr9_19404220_19405112	0.041346
ACER2	chr9_19413594_19414788	0.033599
ACER2	chr9_19998402_20000065	0.00075
ACER3	chr11_76782975_76785529	0.001345
ACER3	chr11_77033364_77034410	0.000512
ACHE	chr7_100736894_100738500	0.004632
ACHE	chr7_100743149_100744402	0.002968
ACHE	chr7_100760198_100761131	0.003136
ACHE	chr7_100765135_100766275	0.004302
ACHE	chr7_100767616_100768427	0.004302
ACIN1	chr14_23547283_23549285	0.022295
ACKR3	chr2_237456515_237457245	0.006464
ACKR3	chr2_237475843_237477436	0.059851
ACKR3	chr2_237550720_237552050	0.00237
ACKR3	chr2_237678370_237679645	0.002047
ACLY	chr17_40066825_40067753	0.018469
ACO1	chr9_32395621_32396340	0.009906
ACO2	chr22_41873988_41877770	0.024866
ACO2	chr22_41877827_41879445	0.024866
ACOT11	chr1_55007336_55009250	0.033202
ACOT11	chr1_55009420_55010419	0.033202
ACOT11	chr1_56184068_56185299	0.000028
ACOT13	chr6_24720385_24722389	0.004137
ACOT13	chr6_24743150_24744470	0.002069
ACOT13	chr6_25172617_25174702	0.000644
ACOT13	chr6_25192814_25194913	0.00042
ACOT2	chr14_74128674_74129707	0.002405
ACOT2	chr14_74190088_74191739	0.001916
ACOT2	chr14_74219190_74223687	0.001362
ACOT2	chr14_75038033_75041059	0.000271
ACOT7	chr1_6354043_6355599	0.003089
ACOT7	chr1_6389147_6391286	0.003667
ACOT7	chr1_6413817_6414778	0.007482
ACOT8	chr20_44407023_44408624	0.002053
ACOT8	chr20_44457193_44457848	0.010083
ACOT9	chrX_23770815_23771601	0.017644
ACOT9	chrX_23799220_23800272	0.00752
ACOX2	chr3_58320255_58322202	0.002916
ACOX2	chr3_58420564_58421278	0.00478
ACOX2	chr3_58515252_58515965	0.028982
ACOX2	chr3_58546464_58547077	0.007702
ACOX2	chr3_58668654_58669547	0.000974
ACOX3	chr4_7812611_7814300	0.00067
ACOX3	chr4_8257705_8258267	0.003004
ACOX3	chr4_8355616_8356168	0.002546
ACOX3	chr4_8393439_8394702	0.003238
ACOX3	chr4_8395178_8396957	0.004224
ACOX3	chr4_8507838_8509781	0.003473
ACOX3	chr4_8517068_8518202	0.003037
ACP1	chr2_193017_193653	0.003386
ACP1	chr2_203066_203674	0.003048
ACP1	chr2_1608098_1610049	0.000827
ACP1	chr2_1656087_1658701	0.000473
ACP1	chr2_1689409_1691380	0.000543
ACP1	chr2_1724166_1726284	0.000494
ACP1	chr2_1733641_1736343	0.000131
ACP1	chr2_1733641_1736343	0.000601
ACP1	chr2_1743119_1745243	0.000287
ACP1	chr2_1795523_1796501	0.000491
ACP1	chr2_1820272_1821901	0.000476
ACP2	chr11_47125632_47126758	0.00101
ACP2	chr11_47255338_47257196	0.015383
ACP2	chr11_47275811_47277079	0.051498
ACP6	chr1_145454003_145457954	0.000013
ACP6	chr1_147148040_147149290	0.04228
ACPP	chr3_131854183_131855479	0.001484
ACPP	chr3_131854183_131855479	0.001167
ACPP	chr3_131973694_131974540	0.004106
ACPP	chr3_132065304_132066261	0.006625
ACPP	chr3_133250854_133252469	0.000086
ACRBP	chr12_6539318_6541058	0.001216
ACRBP	chr12_6660047_6664120	0.002849
ACRBP	chr12_6711225_6712774	0.00552
ACSF2	chr17_48254768_48256493	0.001796
ACSF2	chr17_48286750_48288629	0.001292
ACSF2	chr17_48501112_48501921	0.041564
ACSF2	chr17_48508182_48508382	0.040706
ACSF2	chr17_48715841_48717059	0.001925
ACSF3	chr16_88278665_88279706	0.000544
ACSF3	chr16_88337551_88338710	0.000355
ACSF3	chr16_88340319_88341255	0.000225
ACSF3	chr16_89180162_89182633	0.013966
ACSF3	chr16_89239164_89239544	0.004029
ACSF3	chr16_89241249_89242601	0.003681
ACSL1	chr4_185304631_185308797	0.00042
ACSL1	chr4_185574745_185575413	0.003045
ACSL1	chr4_185671654_185672685	0.004468
ACSL1	chr4_185673775_185674308	0.004468
ACSL1	chr4_185734437_185735171	0.010566
ACSL1	chr4_185766538_185767195	0.010816
ACSL1	chr4_186487532_186489773	0.000354
ACSL1	chr4_186497508_186499045	0.000268
ACSL1	chr4_186759641_186761704	0.000051
ACSL3	chr2_223573684_223574651	0.005285
ACSL3	chr2_223621150_223622270	0.003513
ACSL3	chr2_223652447_223653254	0.003363
ACSL3	chr2_223726753_223727360	0.033114
ACSL3	chr2_223728774_223729355	0.033114
ACSL3	chr2_223911387_223912632	0.001061
ACSL3	chr2_223972988_223973472	0.000651
ACSL4	chrX_109017488_109018589	0.005635
ACSL4	chrX_109070204_109071118	0.004742
ACSL4	chrX_109083011_109084377	0.004796
ACSL4	chrX_109090062_109092370	0.00553
ACSL4	chrX_109329455_109331476	0.000414
ACSL4	chrX_109645357_109647380	0.000524
ACSL5	chr10_112157947_112159485	0.000506
ACSL5	chr10_112169311_112171368	0.000324
ACSL5	chr10_112185656_112187019	0.000312
ACSL5	chr10_112466102_112467047	0.000352
ACSM3	chr16_19842241_19843503	0.000612
ACSM3	chr16_20876753_20878358	0.002304
ACSM3	chr16_20917212_20918516	0.001717
ACSM3	chr16_22200688_22204330	0.000154
ACSM5	chr16_19842241_19843503	0.000244
ACSM5	chr16_19856204_19856925	0.000916
ACSM5	chr16_20426684_20427216	0.02553
ACSM5	chr16_20876753_20878358	0.000393
ACSM5	chr16_20917212_20918516	0.000335
ACSM5	chr16_22200688_22204330	0.000041
ACSS1	chr20_24980686_24981653	0.00771
ACSS1	chr20_25019928_25021488	0.013263
ACSS1	chr20_25033912_25035171	0.036775
ACSS1	chr20_25218156_25219342	0.002729
ACSS1	chr20_25289484_25292605	0.001941
ACSS2	chr20_33892879_33896529	0.001438
ACSS2	chr20_33892879_33896529	0.001276
ACSS2	chr20_33905756_33908895	0.001275
ACSS3	chr12_79817489_79818536	0.000138
ACSS3	chr12_79940167_79942309	0.00015
ACSS3	chr12_80377282_80378473	0.000143
ACSS3	chr12_80903267_80904272	0.000825
ACSS3	chr12_80946684_80947373	0.000757
ACSS3	chr12_80973919_80975003	0.000509
ACSS3	chr12_80987447_80987849	0.000669
ACSS3	chr12_81092794_81093265	0.000846
ACSS3	chr12_81096112_81097481	0.001755
ACSS3	chr12_81102622_81103000	0.001269
ACSS3	chr12_81103579_81104587	0.001269
ACTA1	chr1_229542653_229544983	0.009875
ACTA1	chr1_229545103_229547526	0.010866
ACTA1	chr1_230219708_230221142	0.000294
ACTA1	chr1_230984838_230986225	0.00039
ACTA2	chr10_90846111_90847373	0.002401
ACTA2	chr10_91110339_91112860	0.001021
ACTA2	chr10_91274155_91276352	0.000401
ACTA2	chr10_92689825_92691676	0.00024
ACTA2-AS1	chr10_90686024_90687483	0.028923
ACTA2-AS1	chr10_90846111_90847373	0.002023
ACTA2-AS1	chr10_91110339_91112860	0.000483
ACTA2-AS1	chr10_91274155_91276352	0.000348
ACTA2-AS1	chr10_92689825_92691676	0.000132
ACTB	chr7_5464518_5467477	0.002258
ACTB	chr7_5594288_5598999	0.01803
ACTB	chr7_5730507_5734414	0.004673
ACTB	chr7_5734614_5737017	0.003939
ACTBL2	chr5_56737254_56738886	0.006451
ACTBL2	chr5_56783846_56785044	0.031511
ACTBL2	chr5_56789859_56791844	0.007042
ACTBL2	chr5_57119201_57121322	0.001486
ACTBL2	chr5_57133085_57134010	0.001469
ACTBL2	chr5_57137208_57138458	0.00157
ACTBL2	chr5_57451347_57453768	0.000435
ACTC1	chr15_35013770_35014979	0.004635
ACTC1	chr15_35017582_35018962	0.004744
ACTC1	chr15_35075198_35076563	0.017531
ACTC1	chr15_35080894_35082744	0.039824
ACTC1	chr15_35083983_35084257	0.039824
ACTC1	chr15_35088982_35089445	0.039824
ACTC1	chr15_35091271_35092574	0.038293
ACTC1	chr15_35092634_35093167	0.038293
ACTC1	chr15_35094515_35094885	0.038293
ACTC1	chr15_35102639_35103341	0.011999
ACTG1	chr17_79038339_79040072	0.001048
